site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance,log_visit_rate,log_vr_small,log_vr_large
Bukidnon01_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.03583288192749,125.204719543457,Cucumis sativus,conventional,21.0,0.0,60.0,2015,focal observations,-1.0498221244986778,-1.0033021088637848,-4.0943445622221
Bukidnon01_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.03583288192749,125.204719543457,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations,-2.4849066497880004,-2.3025850929940455,-4.0943445622221
Bukidnon02_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.02833318710327,126.207496643066,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations,-2.4849066497880004,-2.3025850929940455,-4.0943445622221
Bukidnon02_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.02833318710327,126.207496643066,Cucumis sativus,conventional,1.0,0.0,60.0,2015,focal observations,-4.0943445622221,-3.4011973816621555,-4.0943445622221
Iloilo_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,10.8947219848633,121.742774963379,Cucumis sativus,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
IRRI700_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.1501884460449,121.301940917969,Cucumis sativus,conventional,2.0,0.0,60.0,2015,focal observations,-3.4011973816621555,-2.995732273553991,-4.0943445622221
Tanay_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.7236108779907,121.410552978516,Cucumis sativus,conventional,18.0,0.0,60.0,2015,focal observations,-1.2039728043259361,-1.1499055830556604,-4.0943445622221
Tanay_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.7236108779907,121.410552978516,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations,-2.4849066497880004,-2.3025850929940455,-4.0943445622221
Bukidnon01_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,7.03583288192749,125.204719543457,Lagenaria siceraria,conventional,2.0,0.0,60.0,2015,focal observations,-3.4011973816621555,-2.995732273553991,-4.0943445622221
Bukidnon02_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,7.02833318710327,126.207496643066,Lagenaria siceraria,conventional,1.0,0.0,60.0,2015,focal observations,-4.0943445622221,-3.4011973816621555,-4.0943445622221
Iloilo_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,10.8947219848633,121.742774963379,Lagenaria siceraria,conventional,2.0,0.0,60.0,2015,focal observations,-3.4011973816621555,-2.995732273553991,-4.0943445622221
IRRI500_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,14.2866659164429,121.288887023926,Lagenaria siceraria,conventional,1.0,0.0,60.0,2015,focal observations,-4.0943445622221,-3.4011973816621555,-4.0943445622221
Tanay_dry,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,14.7236108779907,121.410552978516,Lagenaria siceraria,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
Bukidnon01_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.03583288192749,125.204719543457,Luffa acutangula,conventional,8.0,0.0,60.0,2015,focal observations,-2.0149030205422647,-1.8971199848858813,-4.0943445622221
Bukidnon01_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.03583288192749,125.204719543457,Luffa acutangula,conventional,20.0,0.0,60.0,2015,focal observations,-1.0986122886681098,-1.0498221244986778,-4.0943445622221
Bukidnon02_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.02833318710327,126.207496643066,Luffa acutangula,conventional,14.0,0.0,60.0,2015,focal observations,-1.455287232606842,-1.3862943611198906,-4.0943445622221
Bukidnon02_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.02833318710327,126.207496643066,Luffa acutangula,conventional,2.0,0.0,60.0,2015,focal observations,-3.4011973816621555,-2.995732273553991,-4.0943445622221
Iloilo_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,10.8947219848633,121.742774963379,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
Iloilo_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,10.8947219848633,121.742774963379,Luffa acutangula,conventional,5.0,0.0,60.0,2015,focal observations,-2.4849066497880004,-2.3025850929940455,-4.0943445622221
IRRI500_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.2866659164429,121.288887023926,Luffa acutangula,conventional,6.0,0.0,60.0,2015,focal observations,-2.3025850929940455,-2.1484344131667874,-4.0943445622221
IRRI500_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.2866659164429,121.288887023926,Luffa acutangula,conventional,4.0,0.0,60.0,2015,focal observations,-2.70805020110221,-2.4849066497880004,-4.0943445622221
IRRI700_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.1501884460449,121.301940917969,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
IRRI700_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.1501884460449,121.301940917969,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
Tanay_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.7236108779907,121.410552978516,Luffa acutangula,conventional,14.0,0.0,60.0,2015,focal observations,-1.455287232606842,-1.3862943611198906,-4.0943445622221
Tanay_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.7236108779907,121.410552978516,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
Bukidnon01_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.03583288192749,125.204719543457,Momordica charantia,conventional,8.0,0.0,60.0,2015,focal observations,-2.0149030205422647,-1.8971199848858813,-4.0943445622221
Bukidnon01_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.03583288192749,125.204719543457,Momordica charantia,conventional,13.0,0.0,60.0,2015,focal observations,-1.529395204760564,-1.455287232606842,-4.0943445622221
Bukidnon02_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.02833318710327,126.207496643066,Momordica charantia,conventional,10.0,0.0,60.0,2015,focal observations,-1.791759469228055,-1.6964492894237302,-4.0943445622221
Bukidnon02_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.02833318710327,126.207496643066,Momordica charantia,conventional,2.0,0.0,60.0,2015,focal observations,-3.4011973816621555,-2.995732273553991,-4.0943445622221
Iloilo_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,10.8947219848633,121.742774963379,Momordica charantia,conventional,4.0,0.0,60.0,2015,focal observations,-2.70805020110221,-2.4849066497880004,-4.0943445622221
Iloilo_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,10.8947219848633,121.742774963379,Momordica charantia,conventional,4.0,0.0,60.0,2015,focal observations,-2.70805020110221,-2.4849066497880004,-4.0943445622221
IRRI500_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.2866659164429,121.288887023926,Momordica charantia,conventional,6.0,0.0,60.0,2015,focal observations,-2.3025850929940455,-2.1484344131667874,-4.0943445622221
IRRI700_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.1501884460449,121.301940917969,Momordica charantia,conventional,1.0,0.0,60.0,2015,focal observations,-4.0943445622221,-3.4011973816621555,-4.0943445622221
IRRI700_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.1501884460449,121.301940917969,Momordica charantia,conventional,1.0,0.0,60.0,2015,focal observations,-4.0943445622221,-3.4011973816621555,-4.0943445622221
Tanay_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.7236108779907,121.410552978516,Momordica charantia,conventional,78.0,0.0,60.0,2015,focal observations,0.26236426446749106,0.2751032902449208,-4.0943445622221
Tanay_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.7236108779907,121.410552978516,Momordica charantia,conventional,3.0,0.0,60.0,2015,focal observations,-2.995732273553991,-2.70805020110221,-4.0943445622221
OSR_01,Frank_Jauker_Brassica_napus_Germany_2006,50.406904,8.735204,Brassica napus,conventional,16.0,11.0,60.0,2006,sweep net,-0.7985076962177716,-1.2611312181658847,-1.6094379124341003
OSR_02,Frank_Jauker_Brassica_napus_Germany_2006,50.402117,8.72057,Brassica napus,conventional,0.0,5.0,30.0,2006,sweep net,-1.791759469228055,-3.4011973816621555,-1.6094379124341003
OSR_03,Frank_Jauker_Brassica_napus_Germany_2006,50.419429,8.757048,Brassica napus,conventional,0.0,1.0,30.0,2006,sweep net,-3.4011973816621555,-3.4011973816621555,-2.70805020110221
OSR_04,Frank_Jauker_Brassica_napus_Germany_2006,50.421015,8.759923,Brassica napus,conventional,1.0,2.0,30.0,2006,sweep net,-2.3025850929940455,-2.70805020110221,-2.3025850929940455
OSR_05,Frank_Jauker_Brassica_napus_Germany_2006,50.425089,8.764772,Brassica napus,conventional,6.0,6.0,30.0,2006,sweep net,-0.916290731874155,-1.455287232606842,-1.455287232606842
OSR_06,Frank_Jauker_Brassica_napus_Germany_2006,50.422656,8.715591,Brassica napus,conventional,5.0,2.0,90.0,2006,sweep net,-2.5538995212749516,-2.70805020110221,-3.4011973816621555
OSR_07,Frank_Jauker_Brassica_napus_Germany_2006,50.433482,8.722115,Brassica napus,conventional,15.0,15.0,120.0,2006,sweep net,-1.3862943611198906,-2.0149030205422647,-2.0149030205422647
OSR_08,Frank_Jauker_Brassica_napus_Germany_2006,50.429299,8.698726,Brassica napus,conventional,3.0,0.0,30.0,2006,sweep net,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555
OSR_09,Frank_Jauker_Brassica_napus_Germany_2006,50.436352,8.73735,Brassica napus,conventional,9.0,18.0,60.0,2006,sweep net,-0.7985076962177716,-1.791759469228055,-1.1499055830556604
OSR_10,Frank_Jauker_Brassica_napus_Germany_2006,50.436598,8.739967,Brassica napus,conventional,6.0,1.0,60.0,2006,sweep net,-2.1484344131667874,-2.1484344131667874,-3.4011973816621555
OSR_12,Frank_Jauker_Brassica_napus_Germany_2006,50.436625,8.755288,Brassica napus,conventional,2.0,1.0,90.0,2006,sweep net,-3.4011973816621555,-3.4011973816621555,-3.8066624897703196
OSR_13,Frank_Jauker_Brassica_napus_Germany_2006,50.44477,8.742843,Brassica napus,conventional,2.0,3.0,60.0,2006,sweep net,-2.4849066497880004,-2.995732273553991,-2.70805020110221
OSR_14,Frank_Jauker_Brassica_napus_Germany_2006,50.447093,8.743615,Brassica napus,conventional,7.0,2.0,60.0,2006,sweep net,-1.8971199848858813,-2.0149030205422647,-2.995732273553991
OSR_15,Frank_Jauker_Brassica_napus_Germany_2006,50.447558,8.745718,Brassica napus,conventional,2.0,0.0,30.0,2006,sweep net,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
OSR_16,Frank_Jauker_Brassica_napus_Germany_2006,50.447749,8.749237,Brassica napus,conventional,1.0,5.0,60.0,2006,sweep net,-2.3025850929940455,-3.4011973816621555,-2.3025850929940455
OSR_17,Frank_Jauker_Brassica_napus_Germany_2006,50.449471,8.752842,Brassica napus,conventional,0.0,2.0,60.0,2006,sweep net,-3.4011973816621555,-4.0943445622221,-2.995732273553991
OSR_18,Frank_Jauker_Brassica_napus_Germany_2006,50.448569,8.755374,Brassica napus,conventional,4.0,8.0,90.0,2006,sweep net,-2.0149030205422647,-2.890371757896165,-2.3025850929940455
OSR_19,Frank_Jauker_Brassica_napus_Germany_2006,50.449799,8.70718,Brassica napus,conventional,1.0,0.0,30.0,2006,sweep net,-3.4011973816621555,-2.70805020110221,-3.4011973816621555
OSR_20,Frank_Jauker_Brassica_napus_Germany_2006,50.45193,8.70482,Brassica napus,conventional,1.0,0.0,30.0,2006,sweep net,-3.4011973816621555,-2.70805020110221,-3.4011973816621555
OSR_21,Frank_Jauker_Brassica_napus_Germany_2006,50.454936,8.703361,Brassica napus,conventional,3.0,1.0,60.0,2006,sweep net,-2.70805020110221,-2.70805020110221,-3.4011973816621555
OSR_22,Frank_Jauker_Brassica_napus_Germany_2006,50.459635,8.705378,Brassica napus,conventional,1.0,1.0,30.0,2006,sweep net,-2.70805020110221,-2.70805020110221,-2.70805020110221
OSR_23,Frank_Jauker_Brassica_napus_Germany_2006,50.464853,8.697824,Brassica napus,conventional,1.0,6.0,60.0,2006,sweep net,-2.1484344131667874,-3.4011973816621555,-2.1484344131667874
1.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.981034,13.11472,Brassica rapa,organic,8.0,27.0,1360.0,2010,sweep net,-3.659891917240684,-5.018015401393878,-3.8830354685548936
2.0.1,Georg_Andersson_Brassica_rapa_Sweden_2010,56.21922,13.86215,Brassica rapa,conventional,4.0,10.0,960.0,2010,sweep net,-4.227875954846623,-5.2574953720277815,-4.469038011663511
2.0.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.806788,13.861388,Brassica rapa,conventional,5.0,10.0,840.0,2010,sweep net,-4.02535169073515,-4.941642422609305,-4.335506619038989
2.1,Georg_Andersson_Brassica_rapa_Sweden_2010,56.20546,13.755509,Brassica rapa,organic,5.0,7.0,760.0,2010,sweep net,-4.148411783492376,-4.841558964052322,-4.553876891600541
2.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.937886,13.290105,Brassica rapa,organic,4.0,23.0,1040.0,2010,sweep net,-3.6511391261310893,-5.337538079701318,-3.7689221617874726
2.4.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.773553,13.861608,Brassica rapa,organic,11.0,20.0,1000.0,2010,sweep net,-3.473768074496991,-4.422848629194137,-3.863232841258714
4.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.506062,13.864372,Brassica rapa,organic,13.0,35.0,1160.0,2010,sweep net,-3.1849742731925192,-4.4171179544851515,-3.4726563456443005
4.1.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.635744,13.751394,Brassica rapa,organic,24.0,23.0,970.0,2010,sweep net,-3.02714846978737,-3.6584202466292277,-3.699242241149483
4.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.83502,13.518199,Brassica rapa,organic,3.0,70.0,515.0,2010,sweep net,-1.953707459515345,-4.857872539543846,-1.9814870236224207
5.0.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.425796,13.196088,Brassica rapa,conventional,1.0,34.0,670.0,2010,sweep net,-2.951929650895598,-5.814130531825066,-2.951929650895598
5.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.402118,13.202387,Brassica rapa,organic,10.0,19.0,640.0,2010,sweep net,-3.0941723463672437,-4.063572903555347,-3.4657359027997265
CASTELLANOS,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.531797,-73.729151,Vaccinium meridionale,organic,0.0,14.0,80.0,2013,sweep net + focal observations,-1.742969305058623,-4.382026634673881,-1.6739764335716716
GONZALEZ,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.571607,-73.7379,Vaccinium meridionale,organic,39.0,19.0,80.0,2013,sweep net + focal observations,-0.32158362412746233,-0.6931471805599453,-1.3862943611198906
JIMENEZ,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.554149,-73.724777,Vaccinium meridionale,organic,13.0,56.0,80.0,2013,sweep net + focal observations,-0.1479201300766222,-1.742969305058623,-0.33897536683933144
PENA,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.628739,-73.727764,Vaccinium meridionale,organic,1.0,7.0,80.0,2013,sweep net + focal observations,-2.3025850929940455,-3.6888794541139363,-2.3025850929940455
SIERRA,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.458649,-73.664724,Vaccinium meridionale,organic,4.0,23.0,80.0,2013,sweep net + focal observations,-1.0861897686695525,-2.772588722239781,-1.2039728043259361
Biala,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7402763366699,22.3950004577637,Fagopyrum esculentum,conventional,3.0,0.0,270.0,2005,transects,-4.499809670330265,-4.212127597878484,-5.598421958998375
Branew,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7602767944336,22.5630550384521,Fagopyrum esculentum,conventional,3.0,0.0,780.0,2005,transects,-5.560681631015528,-5.272999558563747,-6.659293919683638
Kapronie,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.6491661071777,22.5727787017822,Fagopyrum esculentum,conventional,8.0,1.0,990.0,2005,transects,-4.700480365792417,-4.700480365792417,-6.20455776256869
Kolonia Branewska,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7211112976074,22.5394439697266,Fagopyrum esculentum,conventional,2.0,0.0,780.0,2005,transects,-5.966146739123692,-5.560681631015528,-6.659293919683638
Majdan,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.6947212219238,22.456111907959,Fagopyrum esculentum,conventional,2.0,0.0,660.0,2005,transects,-5.799092654460526,-5.393627546352362,-6.492239835020471
Wolka Ratajska,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7311096191406,22.4738883972168,Fagopyrum esculentum,conventional,2.0,0.0,480.0,2005,transects,-5.480638923341991,-5.075173815233827,-6.173786103901937
1,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.403912,14.180431,Brassica napus,conventional,0.0,4.0,30.0,2013,transects,-2.0149030205422647,-3.4011973816621555,-1.791759469228055
2,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.200082,13.556258,Brassica napus,conventional,4.0,2.0,30.0,2013,transects,-1.6094379124341003,-1.791759469228055,-2.3025850929940455
3,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.171296,13.643916,Brassica napus,conventional,1.0,0.0,30.0,2013,transects,-3.4011973816621555,-2.70805020110221,-3.4011973816621555
5,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.563892,13.029755,Brassica napus,conventional,0.0,1.0,30.0,2013,transects,-3.4011973816621555,-3.4011973816621555,-2.70805020110221
6,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.527049,12.958532,Brassica napus,conventional,2.0,7.0,30.0,2013,transects,-1.2039728043259361,-2.3025850929940455,-1.3217558399823195
7,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.503509,13.044996,Brassica napus,conventional,3.0,2.0,30.0,2013,transects,-1.791759469228055,-2.0149030205422647,-2.3025850929940455
8,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.527629,13.033413,Brassica napus,conventional,1.0,5.0,30.0,2013,transects,-1.6094379124341003,-2.70805020110221,-1.6094379124341003
10,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.351229,13.249006,Brassica napus,conventional,0.0,1.0,30.0,2013,transects,-3.4011973816621555,-3.4011973816621555,-2.70805020110221
11,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.269476,13.028376,Brassica napus,conventional,0.0,1.0,30.0,2013,transects,-3.4011973816621555,-3.4011973816621555,-2.70805020110221
12,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.280797,12.942646,Brassica napus,conventional,2.0,0.0,30.0,2013,transects,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
15,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.259148,13.258576,Brassica napus,conventional,4.0,3.0,30.0,2013,transects,-1.455287232606842,-1.791759469228055,-2.0149030205422647
Close1,Jens_Astrom_Malus_domestica_Norway_2013,59.414814867,9.000524584,Malus domestica,conventional,0.0,11.0,120.0,2013,sweep net,-2.3895964699836756,-4.787491742782046,-2.3025850929940455
Close2,Jens_Astrom_Malus_domestica_Norway_2013,59.426596165,9.10409523999999,Malus domestica,conventional,0.0,4.0,120.0,2013,sweep net,-3.4011973816621555,-4.787491742782046,-3.1780538303479458
Close3,Jens_Astrom_Malus_domestica_Norway_2013,59.387574366,9.27419789099999,Malus domestica,conventional,3.0,19.0,120.0,2013,sweep net,-1.6964492894237302,-3.4011973816621555,-1.791759469228055
Close4,Jens_Astrom_Malus_domestica_Norway_2013,59.5571411880001,10.285390626,Malus domestica,conventional,0.0,5.0,120.0,2013,sweep net,-3.1780538303479458,-4.787491742782046,-2.995732273553991
Dist2,Jens_Astrom_Malus_domestica_Norway_2013,59.654172301,9.751090555,Malus domestica,conventional,0.0,41.0,120.0,2013,sweep net,-1.073919676077738,-4.787491742782046,-1.0498221244986778
Dist3,Jens_Astrom_Malus_domestica_Norway_2013,59.694841686,9.822686294,Malus domestica,conventional,0.0,1.0,120.0,2013,sweep net,-4.787491742782046,-4.787491742782046,-4.0943445622221
Dist4,Jens_Astrom_Malus_domestica_Norway_2013,59.635852524,9.937774076,Malus domestica,conventional,6.0,39.0,120.0,2013,sweep net,-0.9808292530117262,-2.841581593726733,-1.0986122886681098
Dist5,Jens_Astrom_Malus_domestica_Norway_2013,59.670353554,10.37172966,Malus domestica,conventional,0.0,12.0,120.0,2013,sweep net,-2.3025850929940455,-4.787491742782046,-2.222542385320509
Med1,Jens_Astrom_Malus_domestica_Norway_2013,59.421429533,9.16316729699999,Malus domestica,conventional,2.0,8.0,120.0,2013,sweep net,-2.4849066497880004,-3.6888794541139363,-2.5902671654458267
Med3,Jens_Astrom_Malus_domestica_Norway_2013,59.420927402,9.28088931600001,Malus domestica,conventional,0.0,3.0,120.0,2013,sweep net,-3.6888794541139363,-4.787491742782046,-3.4011973816621555
Med4,Jens_Astrom_Malus_domestica_Norway_2013,59.724583874,9.86577883400001,Malus domestica,conventional,0.0,2.0,120.0,2013,sweep net,-4.0943445622221,-4.787491742782046,-3.6888794541139363
Med5,Jens_Astrom_Malus_domestica_Norway_2013,59.541833061,10.3177361,Malus domestica,conventional,0.0,4.0,120.0,2013,sweep net,-3.4011973816621555,-4.787491742782046,-3.1780538303479458
Bussloo,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.195183182192,6.13862973982095,Brassica napus,conventional,3.0,15.0,60.0,2011,transects,-1.2039728043259361,-2.70805020110221,-1.3217558399823195
Deventer,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.2429213893911,6.24098153361637,Brassica napus,conventional,4.0,28.0,60.0,2011,transects,-0.6286086594223742,-2.4849066497880004,-0.7270487322356266
Doetinchem,Jeroen_Scheper_Brassica_napus_Netherlands_2011,51.9636019891765,6.39632293822613,Brassica napus,conventional,7.0,116.0,60.0,2011,transects,0.7178397931503168,-2.0149030205422647,0.6678293725756554
Gelselaar,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.1661993536807,6.5412642030328,Brassica napus,conventional,0.0,68.0,60.0,2011,transects,0.125163142954006,-4.0943445622221,0.13976194237515863
Lengel,Jeroen_Scheper_Brassica_napus_Netherlands_2011,51.8916609125745,6.27430518753041,Brassica napus,conventional,3.0,10.0,60.0,2011,transects,-1.529395204760564,-2.70805020110221,-1.6964492894237302
Lettele,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.284544383587,6.25072730315329,Brassica napus,conventional,4.0,35.0,60.0,2011,transects,-0.4307829160924542,-2.4849066497880004,-0.5108256237659907
Schalkhaar,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.2884198332622,6.19339533985267,Brassica napus,conventional,1.0,13.0,60.0,2011,transects,-1.455287232606842,-3.4011973816621555,-1.455287232606842
Bussloo,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.1967867288651,6.14022438145396,Brassica napus,conventional,6.0,2.0,60.0,2012,transects,-2.0149030205422647,-2.1484344131667874,-2.995732273553991
Doetinchem,Jeroen_Scheper_Brassica_napus_several_countries_2012,51.9654312401522,6.40014778293476,Brassica napus,conventional,10.0,3.0,60.0,2012,transects,-1.529395204760564,-1.6964492894237302,-2.70805020110221
Gelselaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.1680841251071,6.5402242725312,Brassica napus,conventional,3.0,2.0,60.0,2012,transects,-2.4849066497880004,-2.70805020110221,-2.995732273553991
Kloosterhaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.514284285797,6.70283891787997,Brassica napus,conventional,4.0,3.0,60.0,2012,transects,-2.1484344131667874,-2.4849066497880004,-2.70805020110221
Lengel,Jeroen_Scheper_Brassica_napus_several_countries_2012,51.8901053929626,6.27509703435707,Brassica napus,conventional,3.0,12.0,60.0,2012,transects,-1.3862943611198906,-2.70805020110221,-1.529395204760564
Schalkhaar,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.2838335344193,6.19000472894135,Brassica napus,conventional,4.0,5.0,60.0,2012,transects,-1.8971199848858813,-2.4849066497880004,-2.3025850929940455
Alpaca,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.844631,-77.11647,Cucurbita pepo,conventional,9.0,3.0,90.0,2011,focal observations,-2.0149030205422647,-2.1972245773362196,-3.1135153092103742
Fish,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.98769636,-77.25185175,Cucurbita pepo,conventional,70.0,12.0,90.0,2011,focal observations,-0.09309042306601198,-0.23712979328894968,-1.9348603128687285
Gates,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.87052996,-77.05395759,Cucurbita pepo,conventional,28.0,1.0,90.0,2011,focal observations,-1.1325138403437909,-1.1325138403437909,-3.8066624897703196
GroMoore,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.016384,-77.707413,Cucurbita pepo,conventional,60.0,8.0,90.0,2011,focal observations,-0.2803019651541584,-0.3889358061569538,-2.3025850929940455
HWY251,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.999027,-77.6651,Cucurbita pepo,conventional,56.0,18.0,90.0,2011,focal observations,-0.19574457712609536,-0.456758402495715,-1.5553706911638245
Hz2,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.889801,-77.037331,Cucurbita pepo,conventional,19.0,2.0,90.0,2011,focal observations,-1.455287232606842,-1.5040773967762742,-3.4011973816621555
Ma6,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.943081,-77.088692,Cucurbita pepo,conventional,18.0,4.0,90.0,2011,focal observations,-1.4087672169719492,-1.5553706911638245,-2.890371757896165
Macs,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.75024351,-77.01251361,Cucurbita pepo,conventional,2.0,33.0,90.0,2011,focal observations,-0.9444616088408514,-3.4011973816621555,-0.9734491457141037
Magog,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.038483,-77.302292,Cucurbita pepo,conventional,129.0,1.0,90.0,2011,focal observations,0.36772478012531734,0.36772478012531734,-3.8066624897703196
Mason,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,43.226223,-77.229378,Cucurbita pepo,conventional,45.0,6.0,90.0,2011,focal observations,-0.5679840376059393,-0.6711682738411702,-2.5538995212749516
Meadville,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.983925,-76.798355,Cucurbita pepo,conventional,10.0,16.0,90.0,2011,focal observations,-1.241713132308783,-2.1019143975318944,-1.666596326274049
P10,Jessica_D_Petersen_Cucurbita_pepo_USA_2011,42.891544,-77.079971,Cucurbita pepo,conventional,8.0,0.0,90.0,2011,focal observations,-2.4203681286504293,-2.3025850929940455,-4.499809670330265
