site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance
B16,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.2088514,6.0587518,Vaccinium corymbosum,conventional,1.0,170.0,,2013,sweep net
B17,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.4920974,6.1489818,Vaccinium corymbosum,conventional,4.0,60.0,,2013,sweep net
B18,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.2315975,5.9440147,Vaccinium corymbosum,conventional,2.0,124.0,,2013,sweep net
B19,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,52.7476279999999,6.55037129999999,Vaccinium corymbosum,conventional,2.0,197.0,,2013,sweep net
B20,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.2889976,5.9757352,Vaccinium corymbosum,conventional,1.0,116.0,,2013,sweep net
B21,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.4422332,5.9461707,Vaccinium corymbosum,conventional,0.0,118.0,,2013,sweep net
B22,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.2832048,5.9046948,Vaccinium corymbosum,conventional,2.0,191.0,,2013,sweep net
B23,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.3121815,5.831574,Vaccinium corymbosum,conventional,0.0,309.0,,2013,sweep net
B24,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.4352356,6.0898714,Vaccinium corymbosum,conventional,0.0,95.0,,2013,sweep net
B25,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.4701715,6.0979813,Vaccinium corymbosum,conventional,1.0,117.0,,2013,sweep net
B26,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,52.4294047,6.67178029999999,Vaccinium corymbosum,conventional,2.0,98.0,,2013,sweep net
B27,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,51.4755862,6.0900194,Vaccinium corymbosum,conventional,2.0,92.0,,2013,sweep net
B28,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,52.7225649,6.6248891,Vaccinium corymbosum,conventional,2.0,140.0,,2013,sweep net
B29,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,52.7139189,6.6606383,Vaccinium corymbosum,conventional,0.0,119.0,,2013,sweep net
B30,David_Kleijn_Vaccinium_corymbosum_Netherlands_2013,52.7391660999999,6.7475419,Vaccinium corymbosum,conventional,3.0,112.0,,2013,sweep net
B16,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.2083099999999,6.059116,Vaccinium corymbosum,conventional,1.0,217.0,,2014,sweep net
B17,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.4903063,6.13965,Vaccinium corymbosum,conventional,3.0,158.0,,2014,sweep net
B18,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.2315817,5.9454463,Vaccinium corymbosum,conventional,0.0,139.0,,2014,sweep net
B19,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,52.7481441,6.5518365,Vaccinium corymbosum,conventional,6.0,204.0,,2014,sweep net
B20,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.2859604,5.973761,Vaccinium corymbosum,conventional,0.0,86.0,,2014,sweep net
B21,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.4415827,5.9450121,Vaccinium corymbosum,conventional,0.0,137.0,,2014,sweep net
B24,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.4211712,6.0650265,Vaccinium corymbosum,conventional,0.0,141.0,,2014,sweep net
B25,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.4726773,6.1056777,Vaccinium corymbosum,conventional,1.0,67.0,,2014,sweep net
B26,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,52.4296667,6.6774493,Vaccinium corymbosum,conventional,3.0,90.0,,2014,sweep net
B27,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.4751417,6.09663389999999,Vaccinium corymbosum,conventional,0.0,46.0,,2014,sweep net
B28,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,52.7219451,6.6239983,Vaccinium corymbosum,conventional,0.0,159.0,,2014,sweep net
B29,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,52.7142729,6.6611666,Vaccinium corymbosum,conventional,0.0,102.0,,2014,sweep net
B30,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,52.7393223,6.7488203,Vaccinium corymbosum,conventional,2.0,74.0,,2014,sweep net
B34,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.2966597,5.5655453,Vaccinium corymbosum,conventional,1.0,173.0,,2014,sweep net
B35,David_Kleijn_Vaccinium_corymbosum_Netherlands_2014,51.5802429,5.411049,Vaccinium corymbosum,conventional,9.0,183.0,,2014,sweep net
Plot_2C_2010_Glebe500_06,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,-13.271828,-41.412784,Malus domestica,conventional,2.0,0.0,40.0,2010,sweep net + focal observations
Plot_5B_2010_Glebe500_06,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,-13.273813,-41.411739,Malus domestica,conventional,3.0,0.0,140.0,2010,sweep net + focal observations
Plot_5C_2010_Glebe500_05,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,-13.271473,-41.415136,Malus domestica,conventional,5.0,0.0,120.0,2010,sweep net + focal observations
Plot_6A_2010_Glebe500_06,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,-13.275858,-41.411419,Malus domestica,conventional,8.0,0.0,120.0,2010,sweep net + focal observations
Bukidnon02_dry,Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,7.02833318710327,126.207496643066,Abelmoschus esculentus,conventional,1.0,0.0,60.0,2015,focal observations
Bukidnon02_wet,Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,7.02833318710327,126.207496643066,Abelmoschus esculentus,conventional,2.0,0.0,60.0,2015,focal observations
Iloilo_wet,Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,10.8947219848633,121.742774963379,Abelmoschus esculentus,conventional,6.0,0.0,60.0,2015,focal observations
IRRI500_wet,Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,14.2866659164429,121.288887023926,Abelmoschus esculentus,conventional,1.0,0.0,60.0,2015,focal observations
Bukidnon01_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.03583288192749,125.204719543457,Cucumis sativus,conventional,21.0,0.0,60.0,2015,focal observations
Bukidnon01_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.03583288192749,125.204719543457,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations
Bukidnon02_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.02833318710327,126.207496643066,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations
Bukidnon02_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,7.02833318710327,126.207496643066,Cucumis sativus,conventional,1.0,0.0,60.0,2015,focal observations
Iloilo_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,10.8947219848633,121.742774963379,Cucumis sativus,conventional,3.0,0.0,60.0,2015,focal observations
IRRI700_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.1501884460449,121.301940917969,Cucumis sativus,conventional,2.0,0.0,60.0,2015,focal observations
Tanay_dry,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.7236108779907,121.410552978516,Cucumis sativus,conventional,18.0,0.0,60.0,2015,focal observations
Tanay_wet,Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,14.7236108779907,121.410552978516,Cucumis sativus,conventional,5.0,0.0,60.0,2015,focal observations
Bukidnon01_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,7.03583288192749,125.204719543457,Lagenaria siceraria,conventional,2.0,0.0,60.0,2015,focal observations
Bukidnon02_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,7.02833318710327,126.207496643066,Lagenaria siceraria,conventional,1.0,0.0,60.0,2015,focal observations
Iloilo_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,10.8947219848633,121.742774963379,Lagenaria siceraria,conventional,2.0,0.0,60.0,2015,focal observations
IRRI500_wet,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,14.2866659164429,121.288887023926,Lagenaria siceraria,conventional,1.0,0.0,60.0,2015,focal observations
Tanay_dry,Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,14.7236108779907,121.410552978516,Lagenaria siceraria,conventional,3.0,0.0,60.0,2015,focal observations
Bukidnon01_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.03583288192749,125.204719543457,Luffa acutangula,conventional,8.0,0.0,60.0,2015,focal observations
Bukidnon01_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.03583288192749,125.204719543457,Luffa acutangula,conventional,20.0,0.0,60.0,2015,focal observations
Bukidnon02_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.02833318710327,126.207496643066,Luffa acutangula,conventional,14.0,0.0,60.0,2015,focal observations
Bukidnon02_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,7.02833318710327,126.207496643066,Luffa acutangula,conventional,2.0,0.0,60.0,2015,focal observations
Iloilo_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,10.8947219848633,121.742774963379,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations
Iloilo_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,10.8947219848633,121.742774963379,Luffa acutangula,conventional,5.0,0.0,60.0,2015,focal observations
IRRI500_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.2866659164429,121.288887023926,Luffa acutangula,conventional,6.0,0.0,60.0,2015,focal observations
IRRI500_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.2866659164429,121.288887023926,Luffa acutangula,conventional,4.0,0.0,60.0,2015,focal observations
IRRI700_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.1501884460449,121.301940917969,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations
IRRI700_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.1501884460449,121.301940917969,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations
Tanay_dry,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.7236108779907,121.410552978516,Luffa acutangula,conventional,14.0,0.0,60.0,2015,focal observations
Tanay_wet,Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,14.7236108779907,121.410552978516,Luffa acutangula,conventional,3.0,0.0,60.0,2015,focal observations
Bukidnon01_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.03583288192749,125.204719543457,Momordica charantia,conventional,8.0,0.0,60.0,2015,focal observations
Bukidnon01_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.03583288192749,125.204719543457,Momordica charantia,conventional,13.0,0.0,60.0,2015,focal observations
Bukidnon02_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.02833318710327,126.207496643066,Momordica charantia,conventional,10.0,0.0,60.0,2015,focal observations
Bukidnon02_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,7.02833318710327,126.207496643066,Momordica charantia,conventional,2.0,0.0,60.0,2015,focal observations
Iloilo_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,10.8947219848633,121.742774963379,Momordica charantia,conventional,4.0,0.0,60.0,2015,focal observations
Iloilo_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,10.8947219848633,121.742774963379,Momordica charantia,conventional,4.0,0.0,60.0,2015,focal observations
IRRI500_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.2866659164429,121.288887023926,Momordica charantia,conventional,6.0,0.0,60.0,2015,focal observations
IRRI700_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.1501884460449,121.301940917969,Momordica charantia,conventional,1.0,0.0,60.0,2015,focal observations
IRRI700_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.1501884460449,121.301940917969,Momordica charantia,conventional,1.0,0.0,60.0,2015,focal observations
Tanay_dry,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.7236108779907,121.410552978516,Momordica charantia,conventional,78.0,0.0,60.0,2015,focal observations
Tanay_wet,Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,14.7236108779907,121.410552978516,Momordica charantia,conventional,3.0,0.0,60.0,2015,focal observations
OSR_01,Frank_Jauker_Brassica_napus_Germany_2006,50.406904,8.735204,Brassica napus,conventional,16.0,11.0,60.0,2006,sweep net
OSR_02,Frank_Jauker_Brassica_napus_Germany_2006,50.402117,8.72057,Brassica napus,conventional,0.0,5.0,30.0,2006,sweep net
OSR_03,Frank_Jauker_Brassica_napus_Germany_2006,50.419429,8.757048,Brassica napus,conventional,0.0,1.0,30.0,2006,sweep net
OSR_04,Frank_Jauker_Brassica_napus_Germany_2006,50.421015,8.759923,Brassica napus,conventional,1.0,2.0,30.0,2006,sweep net
OSR_05,Frank_Jauker_Brassica_napus_Germany_2006,50.425089,8.764772,Brassica napus,conventional,6.0,6.0,30.0,2006,sweep net
OSR_06,Frank_Jauker_Brassica_napus_Germany_2006,50.422656,8.715591,Brassica napus,conventional,5.0,2.0,90.0,2006,sweep net
OSR_07,Frank_Jauker_Brassica_napus_Germany_2006,50.433482,8.722115,Brassica napus,conventional,15.0,15.0,120.0,2006,sweep net
OSR_08,Frank_Jauker_Brassica_napus_Germany_2006,50.429299,8.698726,Brassica napus,conventional,3.0,0.0,30.0,2006,sweep net
OSR_09,Frank_Jauker_Brassica_napus_Germany_2006,50.436352,8.73735,Brassica napus,conventional,9.0,18.0,60.0,2006,sweep net
OSR_10,Frank_Jauker_Brassica_napus_Germany_2006,50.436598,8.739967,Brassica napus,conventional,6.0,1.0,60.0,2006,sweep net
OSR_12,Frank_Jauker_Brassica_napus_Germany_2006,50.436625,8.755288,Brassica napus,conventional,2.0,1.0,90.0,2006,sweep net
OSR_13,Frank_Jauker_Brassica_napus_Germany_2006,50.44477,8.742843,Brassica napus,conventional,2.0,3.0,60.0,2006,sweep net
OSR_14,Frank_Jauker_Brassica_napus_Germany_2006,50.447093,8.743615,Brassica napus,conventional,7.0,2.0,60.0,2006,sweep net
OSR_15,Frank_Jauker_Brassica_napus_Germany_2006,50.447558,8.745718,Brassica napus,conventional,2.0,0.0,30.0,2006,sweep net
OSR_16,Frank_Jauker_Brassica_napus_Germany_2006,50.447749,8.749237,Brassica napus,conventional,1.0,5.0,60.0,2006,sweep net
OSR_17,Frank_Jauker_Brassica_napus_Germany_2006,50.449471,8.752842,Brassica napus,conventional,0.0,2.0,60.0,2006,sweep net
OSR_18,Frank_Jauker_Brassica_napus_Germany_2006,50.448569,8.755374,Brassica napus,conventional,4.0,8.0,90.0,2006,sweep net
OSR_19,Frank_Jauker_Brassica_napus_Germany_2006,50.449799,8.70718,Brassica napus,conventional,1.0,0.0,30.0,2006,sweep net
OSR_20,Frank_Jauker_Brassica_napus_Germany_2006,50.45193,8.70482,Brassica napus,conventional,1.0,0.0,30.0,2006,sweep net
OSR_21,Frank_Jauker_Brassica_napus_Germany_2006,50.454936,8.703361,Brassica napus,conventional,3.0,1.0,60.0,2006,sweep net
OSR_22,Frank_Jauker_Brassica_napus_Germany_2006,50.459635,8.705378,Brassica napus,conventional,1.0,1.0,30.0,2006,sweep net
OSR_23,Frank_Jauker_Brassica_napus_Germany_2006,50.464853,8.697824,Brassica napus,conventional,1.0,6.0,60.0,2006,sweep net
1.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.981034,13.11472,Brassica rapa,organic,8.0,27.0,1360.0,2010,sweep net
2.0.1,Georg_Andersson_Brassica_rapa_Sweden_2010,56.21922,13.86215,Brassica rapa,conventional,4.0,10.0,960.0,2010,sweep net
2.0.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.806788,13.861388,Brassica rapa,conventional,5.0,10.0,840.0,2010,sweep net
2.1,Georg_Andersson_Brassica_rapa_Sweden_2010,56.20546,13.755509,Brassica rapa,organic,5.0,7.0,760.0,2010,sweep net
2.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.937886,13.290105,Brassica rapa,organic,4.0,23.0,1040.0,2010,sweep net
2.4.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.773553,13.861608,Brassica rapa,organic,11.0,20.0,1000.0,2010,sweep net
4.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.506062,13.864372,Brassica rapa,organic,13.0,35.0,1160.0,2010,sweep net
4.1.2,Georg_Andersson_Brassica_rapa_Sweden_2010,55.635744,13.751394,Brassica rapa,organic,24.0,23.0,970.0,2010,sweep net
4.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.83502,13.518199,Brassica rapa,organic,3.0,70.0,515.0,2010,sweep net
5.0.1,Georg_Andersson_Brassica_rapa_Sweden_2010,55.425796,13.196088,Brassica rapa,conventional,1.0,34.0,670.0,2010,sweep net
5.4,Georg_Andersson_Brassica_rapa_Sweden_2010,55.402118,13.202387,Brassica rapa,organic,10.0,19.0,640.0,2010,sweep net
CASTELLANOS,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.531797,-73.729151,Vaccinium meridionale,organic,0.0,14.0,80.0,2013,sweep net + focal observations
GONZALEZ,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.571607,-73.7379,Vaccinium meridionale,organic,39.0,19.0,80.0,2013,sweep net + focal observations
JIMENEZ,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.554149,-73.724777,Vaccinium meridionale,organic,13.0,56.0,80.0,2013,sweep net + focal observations
PENA,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.628739,-73.727764,Vaccinium meridionale,organic,1.0,7.0,80.0,2013,sweep net + focal observations
SIERRA,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,5.458649,-73.664724,Vaccinium meridionale,organic,4.0,23.0,80.0,2013,sweep net + focal observations
Biala,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7402763366699,22.3950004577637,Fagopyrum esculentum,conventional,3.0,0.0,270.0,2005,transects
Branew,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7602767944336,22.5630550384521,Fagopyrum esculentum,conventional,3.0,0.0,780.0,2005,transects
Kapronie,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.6491661071777,22.5727787017822,Fagopyrum esculentum,conventional,8.0,1.0,990.0,2005,transects
Kolonia Branewska,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7211112976074,22.5394439697266,Fagopyrum esculentum,conventional,2.0,0.0,780.0,2005,transects
Majdan,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.6947212219238,22.456111907959,Fagopyrum esculentum,conventional,2.0,0.0,660.0,2005,transects
Wolka Ratajska,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,50.7311096191406,22.4738883972168,Fagopyrum esculentum,conventional,2.0,0.0,480.0,2005,transects
2,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.5875,140.44562,Fagopyrum esculentum,conventional,1.0,0.0,,2007,sweep net
3,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.59589,140.43996,Fagopyrum esculentum,conventional,3.0,0.0,,2007,sweep net
4,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.58083,140.46078,Fagopyrum esculentum,conventional,6.0,0.0,,2007,sweep net
5,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.56832,140.46266,Fagopyrum esculentum,conventional,2.0,0.0,,2007,sweep net
6,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.62001,140.44448,Fagopyrum esculentum,conventional,5.0,0.0,,2007,sweep net
7,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.62213,140.4498,Fagopyrum esculentum,conventional,2.0,0.0,,2007,sweep net
9,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.63495,140.45381,Fagopyrum esculentum,conventional,1.0,0.0,,2007,sweep net
10,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.62191,140.46072,Fagopyrum esculentum,conventional,6.0,0.0,,2007,sweep net
11,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.61694,140.45945,Fagopyrum esculentum,conventional,1.0,0.0,,2007,sweep net
12,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.61234,140.45453,Fagopyrum esculentum,conventional,3.0,0.0,,2007,sweep net
13,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.6125,140.44771,Fagopyrum esculentum,conventional,5.0,0.0,,2007,sweep net
15,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007,36.60324,140.46136,Fagopyrum esculentum,conventional,2.0,0.0,,2007,sweep net
1,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.58494,140.44174,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
2,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.5875,140.44562,Fagopyrum esculentum,conventional,2.0,0.0,,2008,sweep net
3,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.59589,140.43996,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
4,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.58083,140.46078,Fagopyrum esculentum,conventional,3.0,0.0,,2008,sweep net
5,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.56832,140.46266,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
6,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.62001,140.44448,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
8,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.63956,140.45187,Fagopyrum esculentum,conventional,6.0,0.0,,2008,sweep net
9,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.63495,140.45381,Fagopyrum esculentum,conventional,5.0,0.0,,2008,sweep net
10,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.62191,140.46072,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
12,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.61234,140.45453,Fagopyrum esculentum,conventional,3.0,0.0,,2008,sweep net
13,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.6125,140.44771,Fagopyrum esculentum,conventional,3.0,0.0,,2008,sweep net
14,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.61435,140.44212,Fagopyrum esculentum,conventional,2.0,0.0,,2008,sweep net
17,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008,36.56215,140.45846,Fagopyrum esculentum,conventional,1.0,0.0,,2008,sweep net
1,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.403912,14.180431,Brassica napus,conventional,0.0,4.0,30.0,2013,transects
2,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.200082,13.556258,Brassica napus,conventional,4.0,2.0,30.0,2013,transects
3,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.171296,13.643916,Brassica napus,conventional,1.0,0.0,30.0,2013,transects
5,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.563892,13.029755,Brassica napus,conventional,0.0,1.0,30.0,2013,transects
6,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.527049,12.958532,Brassica napus,conventional,2.0,7.0,30.0,2013,transects
7,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.503509,13.044996,Brassica napus,conventional,3.0,2.0,30.0,2013,transects
8,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.527629,13.033413,Brassica napus,conventional,1.0,5.0,30.0,2013,transects
10,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.351229,13.249006,Brassica napus,conventional,0.0,1.0,30.0,2013,transects
11,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.269476,13.028376,Brassica napus,conventional,0.0,1.0,30.0,2013,transects
12,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.280797,12.942646,Brassica napus,conventional,2.0,0.0,30.0,2013,transects
15,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,58.259148,13.258576,Brassica napus,conventional,4.0,3.0,30.0,2013,transects
Close1,Jens_Astrom_Malus_domestica_Norway_2013,59.414814867,9.000524584,Malus domestica,conventional,0.0,11.0,120.0,2013,sweep net
Close2,Jens_Astrom_Malus_domestica_Norway_2013,59.426596165,9.10409523999999,Malus domestica,conventional,0.0,4.0,120.0,2013,sweep net
Close3,Jens_Astrom_Malus_domestica_Norway_2013,59.387574366,9.27419789099999,Malus domestica,conventional,3.0,19.0,120.0,2013,sweep net
Close4,Jens_Astrom_Malus_domestica_Norway_2013,59.5571411880001,10.285390626,Malus domestica,conventional,0.0,5.0,120.0,2013,sweep net
Dist2,Jens_Astrom_Malus_domestica_Norway_2013,59.654172301,9.751090555,Malus domestica,conventional,0.0,41.0,120.0,2013,sweep net
Dist3,Jens_Astrom_Malus_domestica_Norway_2013,59.694841686,9.822686294,Malus domestica,conventional,0.0,1.0,120.0,2013,sweep net
Dist4,Jens_Astrom_Malus_domestica_Norway_2013,59.635852524,9.937774076,Malus domestica,conventional,6.0,39.0,120.0,2013,sweep net
Dist5,Jens_Astrom_Malus_domestica_Norway_2013,59.670353554,10.37172966,Malus domestica,conventional,0.0,12.0,120.0,2013,sweep net
Med1,Jens_Astrom_Malus_domestica_Norway_2013,59.421429533,9.16316729699999,Malus domestica,conventional,2.0,8.0,120.0,2013,sweep net
Med3,Jens_Astrom_Malus_domestica_Norway_2013,59.420927402,9.28088931600001,Malus domestica,conventional,0.0,3.0,120.0,2013,sweep net
Med4,Jens_Astrom_Malus_domestica_Norway_2013,59.724583874,9.86577883400001,Malus domestica,conventional,0.0,2.0,120.0,2013,sweep net
Med5,Jens_Astrom_Malus_domestica_Norway_2013,59.541833061,10.3177361,Malus domestica,conventional,0.0,4.0,120.0,2013,sweep net
Bussloo,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.195183182192,6.13862973982095,Brassica napus,conventional,3.0,15.0,60.0,2011,transects
Deventer,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.2429213893911,6.24098153361637,Brassica napus,conventional,4.0,28.0,60.0,2011,transects
Doetinchem,Jeroen_Scheper_Brassica_napus_Netherlands_2011,51.9636019891765,6.39632293822613,Brassica napus,conventional,7.0,116.0,60.0,2011,transects
Gelselaar,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.1661993536807,6.5412642030328,Brassica napus,conventional,0.0,68.0,60.0,2011,transects
Lengel,Jeroen_Scheper_Brassica_napus_Netherlands_2011,51.8916609125745,6.27430518753041,Brassica napus,conventional,3.0,10.0,60.0,2011,transects
Lettele,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.284544383587,6.25072730315329,Brassica napus,conventional,4.0,35.0,60.0,2011,transects
Schalkhaar,Jeroen_Scheper_Brassica_napus_Netherlands_2011,52.2884198332622,6.19339533985267,Brassica napus,conventional,1.0,13.0,60.0,2011,transects
Bussloo,Jeroen_Scheper_Brassica_napus_several_countries_2012,52.1967867288651,6.14022438145396,Brassica napus,conventional,6.0,2.0,60.0,2012,transects
Doetinchem,Jeroen_Scheper_Brassica_napus_several_countries_2012,51.9654312401522,6.40014778293476,Brassica napus,conventional,10.0,3.0,60.0,2012,transects
