bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,biome_num,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,site_id,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,study_id,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance,log_visit_rate,log_vr_small,log_vr_large,author_id
119.0,118.0,33.0,8381.0,300.0,-52.0,352.0,220.0,10.0,226.0,10.0,1120.0,114.0,77.0,11.0,314.0,259.0,311.0,259.0,5.0,195.0,303.5833333,0.0,0.704982045,0.064428315,15.0,0.841751835,162.8787879,0.270306885,2.74020916,499.2424242,166.8333333,393.969697,1206.181818,28.16666667,MAC,577.5,0.0,11.0,158.0,58.0,58.0,16.0,1653.916667,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,16.16666667,0.062476102,1065.583333,85.58333333,360.1666667,0.7692971835,1.4665978565000002,15.107692935,25.224269345,0.0,3.349744014,54.189226065,0.599459374,39.706868,-74.756514,Vaccinium corymbosum,,1.0,12.0,180.0,2010,transects,-2.6280074934286737,-4.499809670330265,-2.6280074934286737,RachaelWinfree
120.0,117.0,33.0,8432.0,301.0,-52.0,353.0,221.0,10.0,227.0,10.0,1120.0,113.0,78.0,11.0,312.0,259.0,309.0,259.0,5.0,198.0,303.0,0.0,0.534573771,0.068030618,20.0,1.043776512,136.3793103,0.586020231,2.509822289,418.4827586,169.5833333,376.6551724,1153.896552,27.83333333,MBR,586.1666667,2.0,11.0,154.0,63.0,55.0,14.0,1646.833333,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,15.41666667,0.034522232,1070.333333,85.0,364.75,0.7669807895,4.6568726385,25.23183076,31.399225555,0.0,6.678230355,21.220021955,10.672411218,39.644437,-74.768434,Vaccinium corymbosum,,8.0,0.0,180.0,2010,transects,-3.1135153092103742,-2.995732273553991,-5.19295685089021,RachaelWinfree
117.0,118.0,33.0,8382.0,296.0,-55.0,351.0,217.0,7.0,223.0,7.0,1138.0,117.0,77.0,12.0,322.0,261.0,319.0,261.0,5.0,177.0,297.6666667,0.0,1.169937931,0.457609555,30.0,0.300460503,177.4615385,0.318363816,6.067193502,544.9487179,126.0,343.8461538,1055.205128,29.0,MIL,560.25,4.0,7.0,160.0,49.0,72.0,14.0,1650.0,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,17.66666667,0.070455469,1056.083333,85.91666667,354.4166667,0.7694339075000001,0.5183499105,4.745750419,21.831750905,0.0,1.7756752855,68.301588855,2.8000724845000002,39.791671,-74.784838,Vaccinium corymbosum,,13.0,9.0,180.0,2010,transects,-2.1019143975318944,-2.5538995212749516,-2.890371757896165,RachaelWinfree
117.0,116.0,33.0,8378.0,296.0,-53.0,349.0,217.0,8.0,224.0,8.0,1127.0,117.0,78.0,12.0,320.0,260.0,316.0,260.0,5.0,198.0,306.5833333,0.0,0.948386033,0.324950949,23.0,0.482875264,154.7741935,0.311017483,5.029895762,474.516129,111.4166667,348.516129,1068.516129,29.41666667,MOO,576.8333333,6.0,9.0,146.0,54.0,65.0,18.0,1652.083333,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,17.25,0.050974801,1059.166667,84.58333333,363.3333333,0.7727033005,0.670877853,0.6972809950000001,27.645818660000003,0.0,3.7181988120000002,66.61490007500001,0.197080288,39.81459,-74.641169,Vaccinium corymbosum,,16.0,10.0,180.0,2010,transects,-1.9348603128687285,-2.3597435068339943,-2.7950615780918397,RachaelWinfree
120.0,112.0,32.0,8311.0,296.0,-48.0,344.0,220.0,135.0,226.0,12.0,1108.0,114.0,79.0,11.0,307.0,257.0,301.0,260.0,5.0,194.0,314.1666667,0.0,0.827736514,0.078801686,26.0,0.687372382,190.8125,0.409458786,3.186656612,585.0,169.4166667,360.375,1104.65625,27.58333333,RS,636.8333333,3.0,9.0,153.0,56.0,71.0,11.0,1662.166667,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,14.08333333,0.063798286,1084.166667,82.0,388.0833333,0.7674248765,1.335132206,13.668498401999999,20.055789615000002,0.0,2.327204441,60.00189248,2.611482853,39.564237,-74.683863,Vaccinium corymbosum,,6.0,1.0,180.0,2010,transects,-3.247046701834897,-3.247046701834897,-4.499809670330265,RachaelWinfree
118.0,118.0,33.0,8396.0,298.0,-53.0,351.0,219.0,8.0,225.0,8.0,1126.0,116.0,77.0,12.0,318.0,260.0,315.0,260.0,5.0,190.0,302.4166667,0.0,1.086159185,0.389007602,17.0,0.375271525,169.1025641,0.335512668,5.51452217,518.1282051,124.0,340.2051282,1042.564103,29.16666667,WHA,571.25,4.0,11.0,152.0,56.0,55.0,17.0,1650.666667,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,17.25,0.079813041,1059.333333,85.33333333,358.1666667,0.7725855015,0.46760063949999997,2.246303089,23.58350531,0.0,2.635560446,69.06531166,1.7795163915,39.764943,-74.729036,Vaccinium corymbosum,,31.0,19.0,180.0,2010,transects,-1.2809338454620642,-1.7272209480904839,-2.1972245773362196,RachaelWinfree
86.0,103.0,28.0,9294.0,275.0,-90.0,365.0,105.0,-28.0,203.0,-36.0,919.0,97.0,53.0,18.0,274.0,169.0,242.0,187.0,4.0,182.0,80.41666667,0.0,0.994558942,0.154818659,116.0,0.189787602,255.0,0.485313833,4.0006865,783.4545455,72.75,364.8484848,1121.212121,20.58333333,BartlesonAlton,912.75,5.0,14.0,132.0,64.0,43.0,24.0,1489.583333,Mia_Park_Malus_domestica_USA_2010,34.25,0.071132205,969.9166667,52.5,384.4166667,0.6360511950000001,0.15297623,10.057776643499999,17.500032044999998,0.0,2.329935941,63.64016225,5.663843172,43.210033,-76.985768,Malus domestica,IPM,14.0,2.0,45.0,2010,sweep net,-1.0340737675305385,-1.0986122886681098,-2.70805020110221,MiaPark
86.0,104.0,28.0,9234.0,275.0,-89.0,364.0,105.0,-27.0,202.0,-35.0,904.0,93.0,51.0,18.0,267.0,163.0,243.0,180.0,4.0,176.0,77.41666667,100.0,1.020870047,0.494850886,181.0,0.175994485,272.4137931,0.371245831,5.744628117,835.4827586,76.08333333,376.8275862,1157.034483,20.83333333,BartlesonHill,957.25,5.0,18.0,138.0,54.0,34.0,27.0,1485.5,Mia_Park_Malus_domestica_USA_2010,33.75,0.191820547,964.0833333,52.33333333,382.5833333,0.6385431374999999,0.134060088,18.17030517,14.269758395,0.0,1.4250090245,65.224729815,0.7751015619999999,43.141205,-77.00617,Malus domestica,IPM,85.0,5.0,120.0,2010,sweep net,-0.2876820724517809,-0.33314444652853825,-2.995732273553991,MiaPark
86.0,103.0,28.0,9281.0,276.0,-90.0,366.0,104.0,-28.0,202.0,-36.0,916.0,96.0,53.0,17.0,272.0,169.0,242.0,186.0,4.0,190.0,81.0,200.0,1.024185965,0.48377978,122.0,0.18132858,239.8181818,0.437894821,5.749859329,737.7272727,69.83333333,341.3636364,1049.636364,20.41666667,BartlesonHome,920.6666667,6.0,15.0,137.0,64.0,41.0,27.0,1488.166667,Mia_Park_Malus_domestica_USA_2010,33.91666667,0.089522213,967.0,52.91666667,386.5833333,0.6358336175,0.201829228,14.117044585,16.87041577,0.0,1.8940318250000001,63.902614025000005,2.945192385,43.215188,-77.018801,Malus domestica,IPM,9.0,0.0,90.0,2010,sweep net,-2.3025850929940455,-2.1972245773362196,-4.499809670330265,MiaPark
79.0,113.0,30.0,8987.0,268.0,-97.0,365.0,192.0,-30.0,192.0,-39.0,911.0,98.0,50.0,19.0,271.0,164.0,271.0,167.0,4.0,180.0,153.3333333,200.0,0.772454964,0.084864168,285.0,0.454959491,169.5862069,0.662983477,3.100181494,520.6206897,12.91666667,365.4137931,1121.758621,22.91666667,Cornell01,551.6666667,4.0,19.0,140.0,58.0,32.0,26.0,1490.666667,Mia_Park_Malus_domestica_USA_2010,30.5,0.121525146,947.4166667,57.75,355.4166667,0.6143535805,0.540983568,11.562702131999998,18.584573245,0.0,3.110170373,37.214559925,28.460859845,42.444969,-76.461382,Malus domestica,IPM,27.0,1.0,45.0,2010,sweep net,-0.4744579795951158,-0.4744579795951158,-3.1135153092103742,MiaPark
86.0,112.0,30.0,9100.0,278.0,-90.0,368.0,201.0,-25.0,201.0,-33.0,870.0,94.0,46.0,20.0,262.0,151.0,262.0,156.0,4.0,199.0,128.1666667,282.8427125,1.026493614,0.452758981,191.0,0.201812252,255.969697,0.374423623,5.512845452,785.4545455,9.833333333,369.3030303,1134.0,19.91666667,Cornell02,559.1666667,14.0,18.0,122.0,59.0,41.0,32.0,1502.166667,Mia_Park_Malus_domestica_USA_2010,28.5,0.332930207,971.75,53.83333333,350.8333333,0.618827352,0.249917728,11.59748742,14.783398355,0.0,2.3671570219999998,49.82290016,0.637827345,42.572777,-76.594966,Malus domestica,IPM,7.0,5.0,30.0,2010,sweep net,-0.916290731874155,-1.3217558399823195,-1.6094379124341003,MiaPark
85.0,103.0,28.0,9299.0,274.0,-91.0,365.0,103.0,-29.0,202.0,-37.0,917.0,96.0,54.0,17.0,271.0,172.0,240.0,189.0,4.0,185.0,80.33333333,200.0,1.023856595,0.164223154,116.0,0.175473264,254.4411765,0.449655861,4.107293222,782.2058824,73.16666667,371.6764706,1142.5,20.33333333,Endres,935.8333333,7.0,17.0,138.0,63.0,36.0,27.0,1486.916667,Mia_Park_Malus_domestica_USA_2010,33.83333333,0.101486094,964.4166667,52.91666667,387.4166667,0.6357763665,0.1722929055,12.201068978,16.960726185,0.0,2.953082887,61.032292240000004,2.8364564285,43.249082,-77.045889,Malus domestica,IPM,53.0,6.0,150.0,2010,sweep net,-0.9330978501905364,-1.0216512475319814,-3.0647251450409425,MiaPark
87.0,104.0,28.0,9327.0,277.0,-91.0,368.0,106.0,-28.0,204.0,-36.0,889.0,92.0,53.0,16.0,260.0,170.0,232.0,185.0,4.0,189.0,84.33333333,141.4213562,0.974888389,0.136347147,80.0,0.247676398,226.4516129,0.440483421,3.98079333,696.8064516,36.91666667,362.516129,1114.806452,18.41666667,LakeBreezeGates,898.5,7.0,13.0,138.0,55.0,54.0,19.0,1494.75,Mia_Park_Malus_domestica_USA_2010,33.91666667,0.075828858,971.3333333,52.0,386.9166667,0.6374002249999999,0.3561835645,17.285260738,16.77778645,0.0,4.6448277695,35.951356625,0.7700862615,43.282155,-77.121445,Malus domestica,IPM,11.0,0.0,105.0,2010,sweep net,-2.256065077359153,-2.169053700369523,-4.653960350157523,MiaPark
80.0,118.0,31.0,9026.0,274.0,-99.0,373.0,171.0,-30.0,194.0,-39.0,894.0,97.0,48.0,19.0,267.0,160.0,267.0,163.0,4.0,174.0,131.4166667,0.0,1.011112704,0.446925997,335.0,0.206642339,239.0357143,0.411513805,5.318963583,733.6071429,11.08333333,353.6428571,1086.785714,23.58333333,LittleTree,565.0833333,7.0,19.0,138.0,53.0,36.0,26.0,1491.25,Mia_Park_Malus_domestica_USA_2010,30.91666667,0.367189884,932.75,53.08333333,357.8333333,0.6100603735,0.181119199,11.781203354999999,19.563045085,0.0,2.561857888,64.501237315,1.4108454154999999,42.351524,-76.564604,Malus domestica,IPM,14.0,4.0,30.0,2010,sweep net,-0.5108256237659907,-0.6931471805599453,-1.791759469228055,MiaPark
86.0,103.0,28.0,9286.0,275.0,-90.0,365.0,105.0,-28.0,202.0,-36.0,912.0,94.0,51.0,18.0,269.0,165.0,246.0,182.0,4.0,188.0,76.25,100.0,1.174270803,0.163217606,136.0,0.180132382,291.2333333,0.365029037,5.019018194,892.4333333,77.0,400.1333333,1227.466667,21.66666667,Simpelaar,945.25,5.0,13.0,140.0,55.0,44.0,22.0,1485.25,Mia_Park_Malus_domestica_USA_2010,34.08333333,0.100885421,964.75,52.16666667,381.5,0.6386450495,0.0711622225,14.3859723995,13.375849370000001,0.0,1.3279009689999999,70.234241525,0.604057472,43.149056,-76.972796,Malus domestica,IPM,65.0,13.0,90.0,2010,sweep net,-0.1431008436406733,-0.3101549283038396,-1.8607523407150064,MiaPark
118.0,112.0,32.0,8327.0,295.0,-50.0,345.0,219.0,133.0,225.0,10.0,1117.0,117.0,79.0,12.0,314.0,258.0,308.0,262.0,5.0,196.0,315.25,0.0,1.072267982,0.406103264,19.0,0.360922828,196.025,0.250167549,5.82930945,602.15,114.9166667,351.55,1079.4,29.33333333,HC,631.6666667,7.0,10.0,144.0,47.0,68.0,15.0,1654.583333,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,15.33333333,0.071802586,1075.083333,82.66666667,389.0833333,0.7685485795,1.2512052725,2.2570509725,25.639776785000002,0.0,3.196098898,67.046230975,0.31046742699999996,39.724777,-74.544536,Vaccinium macrocarpon,,67.0,65.0,240.0,2010,transects,-0.5978370007556204,-1.2611312181658847,-1.2909841813155656,RachaelWinfree
117.0,113.0,32.0,8338.0,294.0,-51.0,345.0,218.0,133.0,224.0,9.0,1123.0,118.0,80.0,13.0,316.0,259.0,311.0,263.0,5.0,196.0,314.1666667,0.0,1.011824946,0.371448056,11.0,0.413440915,147.516129,0.248687088,5.549657964,454.4516129,107.6666667,319.1935484,982.2903226,29.83333333,HN,632.3333333,18.0,14.0,140.0,54.0,53.0,24.0,1650.75,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,15.91666667,0.059110656,1071.416667,82.16666667,387.1666667,0.7697453045,3.575311853,5.599228161999999,31.04633101,0.0,4.9497093869999995,54.06907088,0.2050265915,39.763725,-74.519458,Vaccinium macrocarpon,,46.0,67.0,240.0,2010,transects,-0.7532511046296507,-1.6304913216319328,-1.2611312181658847,RachaelWinfree
118.0,112.0,32.0,8368.0,295.0,-51.0,346.0,219.0,133.0,225.0,9.0,1120.0,118.0,80.0,12.0,315.0,259.0,310.0,262.0,5.0,194.0,318.25,0.0,1.126380452,0.456379171,11.0,0.292577455,171.3611111,0.259681523,6.32764775,527.2777778,112.0,323.7777778,995.2777778,29.5,HP,645.6666667,16.0,17.0,134.0,56.0,47.0,27.0,1653.75,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,15.08333333,0.04772735,1079.166667,81.83333333,396.0833333,0.768278343,2.878591786,4.9076191895,31.996173175,0.0,5.6270755805,53.415668600000004,0.424855604,39.74966,-74.521564,Vaccinium macrocarpon,,17.0,79.0,240.0,2010,transects,-0.916290731874155,-2.5902671654458267,-1.0986122886681098,RachaelWinfree
118.0,112.0,32.0,8352.0,295.0,-51.0,346.0,219.0,133.0,225.0,10.0,1118.0,117.0,79.0,12.0,314.0,259.0,309.0,261.0,5.0,195.0,318.25,0.0,0.936034405,0.32503187,12.0,0.507672032,189.6388889,0.309396982,4.948998536,581.3333333,112.0,360.3888889,1104.972222,29.5,HR,645.6666667,13.0,14.0,141.0,54.0,57.0,19.0,1653.75,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,15.08333333,0.060488254,1079.166667,81.83333333,396.0833333,0.768285924,2.116936582,6.6469657445,30.24513922,0.0,5.0117082425,54.994744569999995,0.5123900765,39.736335,-74.539535,Vaccinium macrocarpon,,33.0,67.0,240.0,2010,transects,-0.8754687373538999,-1.9542783987258299,-1.2611312181658847,RachaelWinfree
118.0,112.0,32.0,8322.0,295.0,-50.0,345.0,219.0,133.0,224.0,10.0,1118.0,117.0,79.0,12.0,314.0,259.0,308.0,262.0,5.0,196.0,318.25,0.0,1.046921882,0.401748486,8.0,0.416104258,202.3823529,0.288647443,5.534642588,619.8235294,112.0,369.5,1132.294118,29.5,HS,645.6666667,16.0,16.0,141.0,55.0,50.0,25.0,1653.75,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,15.08333333,0.036126073,1079.166667,81.83333333,396.0833333,0.7682906615,2.5255652255000003,5.6330571085,31.46267745,0.0,5.8050366935,53.322585565,0.7408036975,39.72873,-74.532794,Vaccinium macrocarpon,,14.0,18.0,240.0,2010,transects,-2.0149030205422647,-2.772588722239781,-2.536199944175551,RachaelWinfree
116.0,112.0,32.0,8479.0,295.0,-54.0,349.0,217.0,6.0,224.0,6.0,1125.0,117.0,78.0,13.0,322.0,257.0,316.0,257.0,5.0,197.0,311.75,0.0,0.835108474,0.286416455,27.0,0.579835907,152.3142857,0.398359299,4.472693004,467.0857143,81.91666667,364.9428571,1118.2,30.33333333,JN,551.6666667,14.0,11.0,150.0,54.0,57.0,22.0,1643.25,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,18.41666667,0.051421709,1054.666667,82.75,364.0,0.7703021365,1.7726626695,1.5807973185000002,30.954659480000004,0.0,4.494786233999999,57.907586800000004,2.3655547805,39.95018,-74.502903,Vaccinium macrocarpon,,8.0,49.0,240.0,2010,transects,-1.4375876555074412,-3.283414346005772,-1.5686159179138452,RachaelWinfree
116.0,112.0,32.0,8449.0,294.0,-54.0,348.0,217.0,6.0,223.0,6.0,1129.0,117.0,79.0,12.0,322.0,259.0,316.0,259.0,5.0,187.0,311.75,0.0,0.999748861,0.380033445,37.0,0.385755835,154.2777778,0.367964208,5.591158333,472.7777778,81.91666667,328.75,1007.833333,30.33333333,JW,551.6666667,15.0,11.0,138.0,52.0,58.0,22.0,1643.25,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,18.41666667,0.072583362,1054.666667,82.75,364.0,0.7702354515000001,0.77737959,1.140968646,23.64351712,0.0,2.6461997835,69.449046375,1.73513341,39.938123,-74.500473,Vaccinium macrocarpon,,12.0,83.0,240.0,2010,transects,-0.9267620317414506,-2.9156895658804545,-1.0498221244986778,RachaelWinfree
119.0,110.0,32.0,8279.0,293.0,-49.0,342.0,219.0,135.0,224.0,11.0,1110.0,117.0,79.0,13.0,310.0,255.0,304.0,263.0,5.0,191.0,324.25,0.0,1.129540533,0.319724605,12.0,0.36083868,191.9736842,0.153547674,6.637951931,588.0789474,115.3333333,342.1315789,1048.894737,29.16666667,LC,674.5833333,9.0,8.0,139.0,45.0,73.0,18.0,1660.083333,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,13.75,0.035279833,1092.333333,80.83333333,415.5,0.7685168255,0.1126355685,0.0659704815,24.476860345,0.0,1.3701763305,73.10135929,0.3249350255,39.654163,-74.506836,Vaccinium macrocarpon,,26.0,150.0,240.0,2010,transects,-0.3101549283038396,-2.184802057337662,-0.463359086527067,RachaelWinfree
118.0,113.0,32.0,8349.0,295.0,-51.0,346.0,218.0,133.0,224.0,9.0,1121.0,117.0,79.0,12.0,316.0,260.0,310.0,261.0,5.0,194.0,311.75,0.0,1.042545242,0.386265055,15.0,0.413906653,191.5641026,0.247778609,5.439918123,587.4615385,111.3333333,344.7692308,1057.102564,29.66666667,LE,618.8333333,14.0,13.0,136.0,51.0,56.0,19.0,1650.75,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,16.25,0.061318699,1068.75,82.66666667,380.9166667,0.7697879715,1.1930288545,2.9162247875,28.178389815000003,0.0,4.123910948000001,62.90069726,0.3835572025,39.753874,-74.543119,Vaccinium macrocarpon,,13.0,19.0,240.0,2010,transects,-2.0149030205422647,-2.841581593726733,-2.4849066497880004,RachaelWinfree
117.0,116.0,33.0,8368.0,296.0,-54.0,350.0,217.0,8.0,223.0,8.0,1125.0,117.0,77.0,12.0,320.0,259.0,316.0,259.0,5.0,201.0,306.5833333,0.0,1.124062982,0.415636998,22.0,0.355908379,198.1764706,0.255618036,5.739585746,606.7647059,111.4166667,378.1764706,1158.794118,29.41666667,MO,576.8333333,12.0,11.0,138.0,49.0,55.0,22.0,1652.083333,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,17.25,0.060194451,1059.166667,84.58333333,363.3333333,0.7726299605,0.27792784049999997,0.831948143,23.637186380000003,0.0,2.9851113299999996,71.960654425,0.179063756,39.81314,-74.651381,Vaccinium macrocarpon,,94.0,118.0,240.0,2010,transects,-0.12405264866997888,-0.9267620317414506,-0.7015154302304619,RachaelWinfree
117.0,115.0,32.0,8444.0,297.0,-53.0,350.0,218.0,7.0,225.0,7.0,1122.0,118.0,76.0,13.0,324.0,254.0,320.0,254.0,5.0,189.0,306.3333333,0.0,1.030934429,0.363702279,23.0,0.42537553,189.4864865,0.300542295,5.151957036,581.8918919,90.58333333,359.8378378,1104.108108,29.58333333,TH,530.8333333,5.0,16.0,139.0,54.0,52.0,20.0,1642.416667,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,18.33333333,0.055591103,1048.833333,85.25,347.25,0.771791338,0.1300012285,0.3778175365,22.83869816,0.0,1.7458024685,73.0861993,1.1604508085,39.926812,-74.628863,Vaccinium macrocarpon,,36.0,36.0,240.0,2010,transects,-1.2039728043259361,-1.8697210106977669,-1.8697210106977669,RachaelWinfree
118.0,118.0,33.0,8396.0,298.0,-53.0,351.0,219.0,8.0,225.0,8.0,1126.0,116.0,77.0,12.0,318.0,260.0,315.0,260.0,5.0,183.0,302.4166667,0.0,1.059480643,0.380883858,23.0,0.399851667,164.2307692,0.335512668,5.377818257,503.2564103,124.0,351.6410256,1077.564103,29.16666667,WH,571.25,5.0,13.0,154.0,56.0,56.0,18.0,1650.666667,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,17.25,0.084262997,1059.333333,85.33333333,358.1666667,0.772585976,0.376942993,1.9028844120000001,23.64094292,0.0,2.726356831,69.73760907,1.3890378275,39.763911,-74.726513,Vaccinium macrocarpon,,7.0,90.0,240.0,2010,transects,-0.9059279448386085,-3.4011973816621555,-0.9697794168251413,RachaelWinfree
119.0,110.0,32.0,8313.0,293.0,-49.0,342.0,219.0,134.0,225.0,11.0,1118.0,118.0,79.0,13.0,313.0,258.0,306.0,264.0,5.0,191.0,321.25,0.0,1.115208348,0.440494557,15.0,0.335818348,204.5,0.187170148,6.070880039,628.325,108.5,353.2,1085.4,29.83333333,UC,666.5833333,7.0,8.0,141.0,48.0,68.0,17.0,1657.25,Rachael_Winfree_Vaccinium_macrocarpon_USA_2010,14.66666667,0.055451073,1086.416667,80.33333333,414.4166667,0.7681725265,0.0730942635,0.0288315005,24.02790144,0.0,1.4512332725,73.988488435,0.0971699935,39.68076,-74.498111,Vaccinium macrocarpon,,67.0,98.0,240.0,2010,transects,-0.3746934494414107,-1.2611312181658847,-0.8855190732074014,RachaelWinfree
75.0,62.0,26.0,6231.0,199.0,-36.0,235.0,149.0,21.0,156.0,-1.0,703.0,74.0,37.0,22.0,218.0,123.0,204.0,164.0,4.0,149.0,37.0,141.4213562,0.570224008,0.104685806,89.0,0.140241444,209.0526316,0.58109653,2.899843743,644.0,90.16666667,292.4736842,901.0526316,33.08333333,1.1,828.5833333,7.0,11.0,130.0,56.0,61.0,29.0,1087.166667,Georg_Andersson_Brassica_rapa_Sweden_2010,29.33333333,0.115145117,864.6666667,25.58333333,335.0,0.46308787100000004,0.4834255235,34.66049321,17.032898635000002,0.0,8.580203122,36.4494556,2.7852116264999998,55.981034,13.11472,Brassica rapa,organic,8.0,27.0,1360.0,2010,sweep net,-3.659891917240684,-5.018015401393878,-3.8830354685548936,GeorgAndersson
75.0,64.0,26.0,6290.0,205.0,-34.0,239.0,151.0,21.0,158.0,-1.0,679.0,74.0,38.0,21.0,209.0,120.0,195.0,162.0,4.0,146.0,37.83333333,538.5164807,0.578325248,0.131549579,43.0,0.210805677,190.6153846,0.649870813,3.711857533,586.1538462,98.66666667,286.3076923,880.6153846,33.25,2.0.1,743.3333333,13.0,15.0,119.0,56.0,61.0,29.0,1081.333333,Georg_Andersson_Brassica_rapa_Sweden_2010,36.25,0.063378125,856.25,24.41666667,286.0833333,0.4652394995,0.41525738199999995,37.500630695,17.59639285,0.0,8.4783773025,29.223495919999998,6.315068287500001,56.21922,13.86215,Brassica rapa,conventional,4.0,10.0,960.0,2010,sweep net,-4.227875954846623,-5.2574953720277815,-4.469038011663511,GeorgAndersson
69.0,59.0,25.0,6171.0,194.0,-35.0,229.0,145.0,15.0,151.0,-5.0,683.0,73.0,39.0,20.0,207.0,124.0,195.0,164.0,4.0,140.0,40.58333333,412.3105626,0.803140127,0.085019536,182.0,0.247149415,185.7777778,0.572330475,4.805873088,571.9444444,82.41666667,273.3888889,842.1666667,42.58333333,2.0.2,873.0833333,18.0,15.0,117.0,53.0,60.0,30.0,1092.166667,Georg_Andersson_Brassica_rapa_Sweden_2010,47.75,0.060898852,844.0833333,21.66666667,362.5,0.4589719855,0.7268111485,38.762897795,17.227707664999997,0.0,10.859002695000001,27.3160137,5.1032026004999995,55.806788,13.861388,Brassica rapa,conventional,5.0,10.0,840.0,2010,sweep net,-4.02535169073515,-4.941642422609305,-4.335506619038989,GeorgAndersson
75.0,64.0,27.0,6272.0,203.0,-34.0,237.0,150.0,20.0,158.0,-1.0,697.0,75.0,39.0,21.0,215.0,123.0,200.0,167.0,4.0,137.0,39.25,316.227766,0.604893069,0.337113679,55.0,0.116794363,226.0555556,0.669657826,4.360418857,696.1666667,81.25,305.4444444,940.8888889,34.41666667,2.1,758.5833333,12.0,13.0,118.0,51.0,61.0,28.0,1081.5,Georg_Andersson_Brassica_rapa_Sweden_2010,36.75,0.07393688,859.0833333,24.66666667,283.0,0.460843871,0.5184298115,26.233271535,19.26829085,0.0,8.798179403,40.86235128,4.3178891365,56.20546,13.755509,Brassica rapa,organic,5.0,7.0,760.0,2010,sweep net,-4.148411783492376,-4.841558964052322,-4.553876891600541,GeorgAndersson
74.0,62.0,26.0,6187.0,199.0,-34.0,233.0,148.0,20.0,155.0,-1.0,710.0,74.0,38.0,22.0,218.0,125.0,204.0,169.0,4.0,138.0,35.25,300.0,0.814190292,0.087165381,106.0,0.22511508,188.0,0.620947599,4.952830248,579.35,80.58333333,267.8,824.75,38.75,2.4,862.1666667,11.0,13.0,126.0,61.0,59.0,30.0,1088.666667,Georg_Andersson_Brassica_rapa_Sweden_2010,35.83333333,0.090101697,857.1666667,24.91666667,317.6666667,0.469349892,0.4386785765,34.14865522,12.225543215,0.0,6.751545254,44.943608165,1.470315794,55.937886,13.290105,Brassica rapa,organic,4.0,23.0,1040.0,2010,sweep net,-3.6511391261310893,-5.337538079701318,-3.7689221617874726,GeorgAndersson
70.0,59.0,25.0,6134.0,194.0,-33.0,227.0,145.0,16.0,151.0,-4.0,671.0,72.0,38.0,20.0,204.0,121.0,192.0,161.0,4.0,146.0,42.58333333,223.6067977,0.583874007,0.10647233,163.0,0.141385865,222.3157895,0.369736046,2.999373221,684.6315789,79.91666667,303.2105263,933.6842105,40.83333333,2.4.2,882.3333333,12.0,16.0,125.0,57.0,60.0,27.0,1093.583333,Georg_Andersson_Brassica_rapa_Sweden_2010,44.75,0.069278069,847.4166667,21.83333333,364.9166667,0.459351045,0.7788261759999999,30.859171965,18.492797845,0.0,10.730950815,38.196622555000005,0.94163065,55.773553,13.861608,Brassica rapa,organic,11.0,20.0,1000.0,2010,sweep net,-3.473768074496991,-4.422848629194137,-3.863232841258714,GeorgAndersson
77.0,57.0,25.0,6141.0,199.0,-25.0,224.0,153.0,23.0,158.0,3.0,617.0,65.0,34.0,20.0,187.0,110.0,176.0,145.0,4.0,136.0,69.0,400.0,0.805986433,0.093301216,51.0,0.213578725,189.4583333,0.61061579,5.226355668,584.0416667,47.25,265.375,818.375,25.16666667,4.1,908.4166667,7.0,12.0,136.0,64.0,62.0,25.0,1105.666667,Georg_Andersson_Brassica_rapa_Sweden_2010,27.41666667,0.060044598,904.1666667,23.41666667,453.0,0.4845545665,0.535383807,50.93282012,16.276243225,0.0,9.0110269915,19.928177265,3.297976055,55.506062,13.864372,Brassica rapa,organic,13.0,35.0,1160.0,2010,sweep net,-3.1849742731925192,-4.4171179544851515,-3.4726563456443005,GeorgAndersson
