bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,biome_num,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,site_id,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,study_id,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,crop,management,sampling_year,log_visit_rate,author_id
226.0,84.0,58.0,1383.0,304.0,160.0,144.0,217.0,218.0,248.0,215.0,2207.0,780.0,3.0,117.0,1488.0,24.0,285.0,85.0,1.0,248.0,328.4166667,0.0,2.155701974,0.504793743,859.0,0.317446975,271.9642857,0.370463848,7.834379858,829.5714286,421.25,493.1785714,1504.428571,137.5,263,1141.75,6.0,41.0,115.0,53.0,33.0,35.0,2264.5,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.157147899,2122.916667,75.83333333,164.8333333,0.668999495,0.478501401,6.0128719525,12.53511453,0.0,4.8575397845,73.46482084499999,2.651151482,Coffea canephora,conventional,2008,-5.703782474656201,VirginieBoreux
227.0,85.0,58.0,1383.0,306.0,160.0,146.0,218.0,218.0,249.0,215.0,2082.0,726.0,3.0,115.0,1381.0,24.0,280.0,84.0,1.0,248.0,344.75,0.0,2.22686775,0.537080981,870.0,0.279958183,316.0740741,0.369038999,8.078057334,965.1111111,410.0,540.0,1647.703704,120.3333333,264,1017.333333,5.0,39.0,114.0,50.0,36.0,35.0,2262.083333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.202412978,2118.0,77.33333333,165.25,0.668826868,0.3449987525,6.793977678,11.580538412,0.0,4.1111930595,75.32611438,1.842905259,Coffea canephora,conventional,2008,-5.298317366548036,VirginieBoreux
227.0,85.0,58.0,1389.0,306.0,160.0,146.0,217.0,218.0,249.0,215.0,2038.0,706.0,3.0,114.0,1342.0,24.0,280.0,83.0,1.0,253.0,344.75,0.0,2.17792277,0.498565842,859.0,0.321207323,293.8076923,0.365773678,7.845024643,896.3461538,410.0,517.0384615,1577.576923,120.3333333,265,1017.333333,5.0,38.0,112.0,56.0,35.0,36.0,2262.083333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.180362567,2118.0,77.33333333,165.25,0.668826694,0.3567736975,10.31357633,12.80322058,0.0,5.1787083025,70.38910787,0.9580095799999999,Coffea canephora,conventional,2008,-3.912023005428146,VirginieBoreux
225.0,85.0,58.0,1377.0,304.0,159.0,145.0,216.0,217.0,247.0,213.0,2191.0,772.0,3.0,117.0,1482.0,24.0,281.0,86.0,1.0,246.0,334.5,0.0,2.128030441,0.474150705,882.0,0.381689107,293.6333333,0.363180906,7.560987203,896.8,416.25,506.2333333,1545.4,128.8333333,268,1046.5,5.0,37.0,111.0,51.0,38.0,37.0,2261.5,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.178692937,2113.166667,74.58333333,166.5833333,0.6689252145,0.2248939675,2.075626026,7.1679860735,0.0,2.642634247,86.491053725,1.3975116795,Coffea canephora,conventional,2008,-4.31748811353631,VirginieBoreux
228.0,82.0,57.0,1386.0,305.0,163.0,142.0,217.0,220.0,250.0,217.0,2576.0,941.0,3.0,122.0,1801.0,24.0,299.0,1552.0,1.0,246.0,279.0,0.0,1.865339317,0.430645094,830.0,0.467732958,242.3666667,0.432100356,6.785337981,739.9,464.3333333,478.9,1459.966667,167.25,274,1585.833333,5.0,34.0,119.0,52.0,40.0,38.0,2265.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.102497481,2133.083333,71.83333333,167.5,0.6679180339999999,0.5886868055000001,6.0653230874999995,12.57713255,0.0,5.558043872000001,73.74989629000001,1.460917397,Coffea canephora,conventional,2008,-2.4203681286504293,VirginieBoreux
227.0,82.0,58.0,1330.0,304.0,163.0,141.0,217.0,220.0,248.0,217.0,2769.0,1017.0,3.0,123.0,1965.0,26.0,305.0,1692.0,1.0,250.0,267.9166667,0.0,1.541479418,0.327712298,822.0,0.765588055,225.90625,0.310178131,5.484658946,688.90625,470.3333333,481.65625,1468.4375,177.0833333,276,1631.333333,5.0,34.0,112.0,49.0,41.0,37.0,2266.083333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.194298238,2152.916667,69.66666667,169.8333333,0.6680122015000001,0.11785477600000001,1.296197589,5.084063534,0.0,2.6565545655,89.844169945,1.00115959,Coffea canephora,conventional,2008,-4.163337433709052,VirginieBoreux
223.0,81.0,57.0,1347.0,299.0,159.0,140.0,212.0,216.0,244.0,211.0,2755.0,989.0,4.0,120.0,1921.0,27.0,319.0,1634.0,1.0,236.0,256.75,0.0,2.758133643,0.887260323,871.0,0.040620338,347.4285714,0.332826883,10.16803225,1059.321429,469.75,490.0714286,1493.321429,188.25,279,1870.75,5.0,30.0,115.0,48.0,48.0,37.0,2265.166667,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.465781212,2140.166667,68.83333333,171.3333333,0.701960055,0.3542287505,2.2497174385,8.8175244865,0.0,3.8829689719999996,84.05751121,0.6380491445,Coffea canephora,conventional,2008,-3.4701902531491067,VirginieBoreux
224.0,81.0,57.0,1329.0,300.0,160.0,140.0,213.0,217.0,245.0,212.0,2700.0,972.0,4.0,120.0,1879.0,27.0,315.0,1602.0,1.0,248.0,256.75,0.0,2.277092018,0.586079507,866.0,0.239011977,313.6774194,0.382741928,8.30366462,956.6129032,469.75,523.0645161,1594.322581,188.25,280,1870.75,5.0,31.0,114.0,47.0,47.0,36.0,2265.166667,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.22097072,2140.166667,68.83333333,171.3333333,0.701958134,0.3441145305,2.4175296045000003,8.2847217145,0.0,3.7115750145,84.57489778,0.6671613525,Coffea canephora,conventional,2008,-3.2760342387081494,VirginieBoreux
227.0,82.0,57.0,1386.0,305.0,163.0,142.0,217.0,220.0,249.0,216.0,2537.0,922.0,4.0,121.0,1761.0,25.0,300.0,1515.0,1.0,250.0,279.0,0.0,2.035071675,0.47884782,827.0,0.368023437,258.7857143,0.346789956,7.389348748,789.1785714,464.3333333,489.7142857,1492.75,167.25,284,1585.833333,5.0,34.0,114.0,52.0,40.0,37.0,2265.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.09759625,2133.083333,71.83333333,167.5,0.6679152420000001,0.4246775305,3.659446367,11.3645412485,0.0,4.8748743535,78.46455535999999,1.211905141,Coffea canephora,conventional,2008,-2.70805020110221,VirginieBoreux
227.0,82.0,57.0,1402.0,304.0,162.0,142.0,216.0,219.0,249.0,215.0,2476.0,895.0,4.0,120.0,1707.0,25.0,299.0,1468.0,1.0,249.0,279.0,0.0,2.034866393,0.468861746,851.0,0.378680077,259.1666667,0.418507367,7.390342579,793.0333333,464.3333333,478.7333333,1459.5,167.25,285,1585.833333,5.0,34.0,118.0,53.0,39.0,38.0,2265.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.149811551,2133.083333,71.83333333,167.5,0.6717508625,0.5502099115,4.6603880365000006,13.01110755,0.0,5.1702399525,73.80721925,2.800835304,Coffea canephora,conventional,2008,-3.164808603597925,VirginieBoreux
226.0,82.0,57.0,1403.0,304.0,161.0,143.0,215.0,218.0,248.0,215.0,2418.0,868.0,4.0,119.0,1653.0,25.0,298.0,1422.0,1.0,236.0,279.0,0.0,2.022041313,0.481654104,844.0,0.37028148,260.9655172,0.498259753,7.37017187,796.8275862,464.3333333,480.8275862,1465.586207,167.25,286,1585.833333,5.0,34.0,117.0,54.0,38.0,39.0,2265.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.145897031,2133.083333,71.83333333,167.5,0.671749292,0.5739304919999999,4.493545025,13.444299125,0.0,5.9148523685,72.72918874999999,2.844184241,Coffea canephora,conventional,2008,-2.890371757896165,VirginieBoreux
226.0,82.0,57.0,1398.0,304.0,162.0,142.0,215.0,219.0,248.0,215.0,2449.0,881.0,4.0,119.0,1677.0,24.0,300.0,1441.0,1.0,245.0,261.1666667,0.0,3.037716811,0.30510542,848.0,0.343755873,261.9655172,0.485555142,12.39940473,798.9310345,468.75,478.8965517,1459.517241,177.0833333,287,1831.75,5.0,33.0,113.0,52.0,41.0,38.0,2264.0,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.175329208,2102.333333,68.33333333,173.1666667,0.6720476815,0.325385177,2.9430618649999998,10.4098455075,0.0,4.005947585,80.27793915000001,2.0378207215,Coffea canephora,conventional,2008,-4.029806041084529,VirginieBoreux
227.0,86.0,58.0,1451.0,308.0,160.0,148.0,218.0,218.0,250.0,215.0,1676.0,543.0,3.0,105.0,1020.0,23.0,272.0,77.0,1.0,250.0,347.5833333,0.0,2.709607257,0.957243781,859.0,0.023789169,334.2258065,0.234170571,10.24097637,1020.451613,403.4166667,480.9354839,1467.645161,110.3333333,293,989.25,5.0,38.0,114.0,54.0,37.0,34.0,2263.833333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.194694653,2107.833333,76.75,166.8333333,0.689787379,0.164993486,3.7783376,7.406555717,0.0,2.98795939,83.85107316,1.811080648,Coffea canephora,conventional,2008,-3.575550768806933,VirginieBoreux
226.0,85.0,57.0,1430.0,307.0,159.0,148.0,216.0,218.0,249.0,214.0,1678.0,542.0,4.0,105.0,1014.0,24.0,274.0,77.0,1.0,249.0,342.75,0.0,1.893701796,0.427734817,858.0,0.448651662,249.5384615,0.448981524,6.910204988,761.7692308,395.25,493.5769231,1506.538462,108.0833333,296,1056.416667,5.0,37.0,115.0,53.0,37.0,35.0,2262.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.225460917,2080.083333,70.41666667,171.8333333,0.690032105,0.149653594,1.153936011,6.0977452165,0.0,2.741118153,88.02571695500001,1.8315638555,Coffea canephora,conventional,2008,-4.8283137373023015,VirginieBoreux
223.0,84.0,57.0,1410.0,304.0,157.0,147.0,213.0,215.0,245.0,211.0,1776.0,583.0,4.0,107.0,1099.0,24.0,277.0,80.0,1.0,252.0,336.6666667,0.0,1.406643811,0.292324777,905.0,0.841034242,198.5,0.433824867,5.106960712,605.96875,406.9166667,464.84375,1418.71875,118.0833333,298,1084.666667,4.0,36.0,111.0,57.0,36.0,34.0,2264.416667,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.206423387,2094.333333,72.83333333,169.5833333,0.6899058124999999,0.15183946450000002,0.8160237745,5.8881069065,0.0,2.2223522625000003,87.007172735,3.9143561945,Coffea canephora,conventional,2008,-2.8511510447428834,VirginieBoreux
228.0,85.0,57.0,1422.0,307.0,160.0,147.0,218.0,218.0,250.0,215.0,1876.0,634.0,3.0,110.0,1198.0,24.0,276.0,81.0,1.0,250.0,344.75,0.0,2.058172955,0.461897966,857.0,0.37070331,304.6206897,0.378818512,7.451012077,930.7931034,410.0,513.4827586,1567.413793,120.3333333,300,1017.333333,5.0,38.0,122.0,56.0,38.0,35.0,2262.083333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.216873407,2118.0,77.33333333,165.25,0.6688230340000001,0.2181873,8.091588138,10.564085894,0.0,4.5434591300000005,74.9790164,1.6028383915000002,Coffea canephora,conventional,2008,-3.4011973816621555,VirginieBoreux
226.0,85.0,58.0,1394.0,305.0,159.0,146.0,216.0,217.0,248.0,214.0,1959.0,669.0,3.0,112.0,1273.0,24.0,278.0,83.0,1.0,247.0,344.75,0.0,2.193429405,0.515429966,864.0,0.297370443,309.8666667,0.343827754,7.945810624,946.4333333,410.0,521.1333333,1590.433333,120.3333333,302,1017.333333,4.0,37.0,110.0,58.0,36.0,33.0,2262.083333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.200439379,2118.0,77.33333333,165.25,0.6688284365,0.2322987385,5.935402033000001,9.781297305999999,0.0,3.7838195935,78.96202517500001,1.3035741865000001,Coffea canephora,conventional,2008,-3.1780538303479458,VirginieBoreux
226.0,85.0,57.0,1402.0,305.0,158.0,147.0,217.0,216.0,248.0,213.0,1958.0,669.0,3.0,112.0,1275.0,24.0,277.0,83.0,1.0,250.0,340.5833333,0.0,2.858951967,0.624186994,856.0,0.022889053,329.6666667,0.309771985,9.261928562,1006.212121,395.4166667,469.6666667,1433.484848,112.4166667,304,1010.166667,5.0,37.0,109.0,52.0,35.0,35.0,2262.833333,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.251011133,2088.416667,70.33333333,169.0,0.698144272,0.096379616,2.1124324275,4.547616,0.0,1.801463965,90.40681266499999,1.0336374695,Coffea canephora,conventional,2008,-6.1092475827643655,VirginieBoreux
227.0,86.0,58.0,1452.0,308.0,160.0,148.0,217.0,218.0,250.0,215.0,1493.0,458.0,3.0,100.0,856.0,21.0,267.0,73.0,1.0,249.0,342.75,0.0,1.901075151,0.467924051,860.0,0.388375171,238.1071429,0.534303129,7.08784393,727.1785714,395.25,488.1428571,1489.821429,108.0833333,315,1056.416667,4.0,36.0,123.0,54.0,36.0,34.0,2262.25,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.23829484,2080.083333,70.41666667,171.8333333,0.6900286,0.037085038,0.6909579275,6.2364443935,0.0,3.4022391255,88.82495238499999,0.807898838,Coffea canephora,conventional,2008,-2.509199342357045,VirginieBoreux
228.0,83.0,58.0,1379.0,305.0,162.0,143.0,217.0,231.0,249.0,216.0,2542.0,928.0,3.0,123.0,1792.0,25.0,287.0,91.0,1.0,247.0,315.5,0.0,1.745920088,0.374322446,825.0,0.636705994,234.9032258,0.409496605,6.22231573,716.8064516,432.75,467.7096774,1427.193548,146.1666667,325,1170.166667,5.0,35.0,114.0,52.0,39.0,38.0,2261.5,Virginie_Boreux_Coffea_canephora_India_2008,0.0,0.143120944,2128.083333,74.08333333,166.75,0.66888031,0.4576933905,3.7298510580000004,11.1223209,0.0,5.720081427,77.38685192,1.5832013059999999,Coffea canephora,conventional,2008,-4.31748811353631,VirginieBoreux
227.0,82.0,57.0,1392.0,305.0,162.0,143.0,216.0,220.0,249.0,216.0,2471.0,894.0,4.0,120.0,1701.0,24.0,299.0,1463.0,1.0,244.0,380.5833333,0.0,2.63825892,0.252325323,861.0,0.444012528,246.4482759,0.485555142,9.960897695,761.5862069,10.58333333,472.7931034,1454.896552,142.6666667,hatvannew,1627.083333,5.0,34.0,119.0,54.0,39.0,43.0,2241.75,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.154789641,2165.333333,70.08333333,177.5833333,0.6973589874999999,0.555903332,5.1489730265,13.865632965,0.0,5.79401134,71.40016512,3.2353142155,Coffea canephora,conventional,2009,-1.6784307839210517,SmithaKrishnan
156.0,169.0,48.0,6231.0,355.0,10.0,345.0,79.0,236.0,236.0,79.0,542.0,115.0,1.0,88.0,298.0,9.0,9.0,298.0,12.0,206.0,806.75,0.0,0.802921171,0.073800727,149.0,0.431470158,67.77272727,0.141134828,3.240290863,210.3181818,-250.9166667,410.2272727,1257.636364,2.25,Bramlett,557.0,2.0,27.0,161.0,75.0,39.0,24.0,1951.416667,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.333210468,1059.333333,118.0,274.5,0.8060241815,5.426694712,2.0699767785,37.636122965,0.0,21.396333225,32.11216649,1.352561478,Prunus dulcis,,2009,1.2163953243244956,AlexandraMaria
156.0,169.0,48.0,6200.0,355.0,10.0,345.0,79.0,236.0,236.0,79.0,554.0,118.0,1.0,88.0,305.0,9.0,9.0,305.0,12.0,198.0,794.0833333,100.0,0.85509348,0.079464866,145.0,0.399512156,88.54545455,0.132490098,3.431826734,271.6818182,-238.0,403.0,1224.681818,2.833333333,Full Belly,578.25,3.0,25.0,155.0,73.0,41.0,26.0,1953.166667,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.256395072,1058.583333,116.25,274.0833333,0.806039101,4.830235252,17.844904512,33.381459680000006,0.0,17.27128402,24.822852425,1.8446099995,Prunus dulcis,,2009,0.4542552722775989,AlexandraMaria
154.0,168.0,48.0,6257.0,353.0,8.0,345.0,77.0,234.0,234.0,77.0,569.0,121.0,1.0,88.0,313.0,9.0,9.0,313.0,12.0,200.0,806.75,0.0,0.865152135,0.07443523,134.0,0.412931772,71.25,0.09840893,3.366150191,219.3409091,-250.9166667,407.4545455,1238.954545,2.25,Laury,557.0,2.0,26.0,157.0,74.0,37.0,27.0,1951.416667,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.42126438,1059.333333,118.0,274.5,0.8060164215,5.8920852964999995,1.4905093505,38.20054827,0.0,22.37237381,31.61872516,0.41079758,Prunus dulcis,,2009,0.6286086594223766,AlexandraMaria
159.0,164.0,47.0,6364.0,358.0,14.0,344.0,79.0,240.0,240.0,79.0,493.0,103.0,1.0,87.0,266.0,8.0,8.0,266.0,12.0,195.0,897.1666667,0.0,0.966387857,0.07179539,112.0,0.39956385,78.93023256,0.119029947,3.259279191,244.4418605,-284.3333333,415.5348837,1273.511628,1.583333333,T&P3,419.5833333,2.0,25.0,158.0,73.0,35.0,22.0,1955.083333,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.101196162,1086.75,123.9166667,278.1666667,0.828085669,6.2140150295000005,30.639345355,28.679165205,0.0,13.943108235,19.674455665,0.4599795835,Prunus dulcis,,2009,-0.9808292530117237,AlexandraMaria
159.0,166.0,48.0,6133.0,356.0,16.0,340.0,83.0,237.0,237.0,83.0,551.0,119.0,1.0,91.0,304.0,7.0,7.0,304.0,8.0,199.0,804.25,200.0,1.628518171,0.071877757,93.0,0.316092304,97.90697674,0.252503544,5.245584898,302.7674419,-210.6666667,391.7209302,1202.116279,3.75,Taber,572.4166667,4.0,27.0,159.0,73.0,35.0,23.0,1959.333333,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.267824054,1069.333333,117.5833333,276.6666667,0.7476654095,4.743080254,38.679570365000004,30.369360265,0.0,11.9314960065,12.931188761000001,1.1070484,Prunus dulcis,,2009,-0.3930425881096047,AlexandraMaria
223.0,80.0,57.0,1370.0,300.0,160.0,140.0,211.0,217.0,245.0,211.0,2592.0,903.0,4.0,116.0,1749.0,27.0,323.0,1497.0,1.0,251.0,316.0833333,0.0,1.832381335,0.178999104,895.0,0.828879655,201.4,0.521032989,6.034821033,603.0666667,-15.66666667,459.4666667,1374.466667,215.1666667,bolnew,2310.25,6.0,34.0,112.0,49.0,43.0,37.0,2241.083333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.172568068,2178.25,64.08333333,181.5,0.682601657,0.7455800715,7.0685869555,15.55586874,0.0,6.2902931725,67.7739227,2.5657483585,Coffea canephora,conventional,2009,-1.352215047467028,SmithaKrishnan
222.0,81.0,57.0,1375.0,300.0,158.0,142.0,211.0,215.0,243.0,210.0,2336.0,797.0,4.0,113.0,1536.0,26.0,309.0,1331.0,1.0,233.0,336.25,0.0,1.885226668,0.463690954,933.0,0.365045458,267.0967742,0.411978126,6.860775984,824.0645161,-14.5,462.9354839,1423.903226,177.75,deviyynew,2044.583333,5.0,33.0,108.0,48.0,40.0,38.0,2245.333333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.233551562,2149.583333,63.58333333,177.0833333,0.686951169,0.44993455950000005,3.6362392779999997,10.882250255,0.0,4.1519044995000005,79.52506247,1.3540808340000001,Coffea canephora,conventional,2009,-1.106644460365374,SmithaKrishnan
220.0,80.0,56.0,1370.0,298.0,157.0,141.0,209.0,213.0,242.0,208.0,2419.0,826.0,4.0,113.0,1601.0,27.0,316.0,1382.0,1.0,247.0,336.25,0.0,1.336595863,0.315658373,922.0,0.712104476,223.21875,0.391928047,4.954851555,677.0625,-14.5,453.71875,1370.0,177.75,devtatnew,2044.583333,5.0,36.0,113.0,48.0,39.0,39.0,2245.333333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.230411693,2149.583333,63.58333333,177.0833333,0.686952045,0.41586476,2.9016503604999997,9.659536487,0.0,3.6873135390000003,81.089196645,2.2460787325,Coffea canephora,conventional,2009,-3.036554268074246,SmithaKrishnan
221.0,79.0,56.0,1337.0,297.0,158.0,139.0,209.0,214.0,242.0,209.0,2942.0,1033.0,5.0,118.0,2034.0,30.0,343.0,1724.0,1.0,247.0,314.0,0.0,2.525653537,0.89912207,909.0,0.041135437,329.3333333,0.424764246,9.501701213,1016.37037,-23.16666667,461.0,1420.407407,221.0,kottolinew,2331.166667,5.0,28.0,118.0,49.0,49.0,39.0,2238.25,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.169485927,2174.333333,62.5,187.8333333,0.682568099,0.39234154099999996,2.182014983,8.6698080165,0.0,3.5242609705000003,81.830755895,3.400818598,Coffea canephora,conventional,2009,-2.2633643798407643,SmithaKrishnan
222.0,80.0,57.0,1350.0,299.0,159.0,140.0,211.0,216.0,243.0,210.0,2682.0,932.0,4.0,116.0,1814.0,28.0,330.0,1556.0,1.0,252.0,316.0833333,0.0,1.861824762,0.490163884,893.0,0.356445555,258.9411765,0.485233605,6.869780098,798.2941176,-15.66666667,454.4411765,1396.705882,215.1666667,armnew,2310.25,6.0,32.0,119.0,49.0,45.0,35.0,2241.083333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.180228427,2178.25,64.08333333,181.5,0.682599564,0.694797135,5.2600107575,13.988785960000001,0.0,5.281607810500001,71.42226830000001,3.352530041,Coffea canephora,conventional,2009,-2.2380465718564744,SmithaKrishnan
220.0,80.0,56.0,1386.0,298.0,157.0,141.0,208.0,213.0,241.0,207.0,2454.0,838.0,4.0,114.0,1628.0,27.0,317.0,1408.0,1.0,243.0,317.75,0.0,1.865219781,0.46640672,920.0,0.367465379,270.2258065,0.373671889,6.845643498,821.0645161,-11.5,466.516129,1411.741935,209.75,maibatnew,2289.666667,5.0,32.0,111.0,51.0,43.0,39.0,2243.333333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.23373799,2171.5,63.08333333,179.4166667,0.686777718,0.41135267100000006,3.1160762579999997,9.944974092999999,0.0,3.7835090950000003,80.81874021499999,1.9248506509999999,Coffea canephora,conventional,2009,-3.287868696355152,SmithaKrishnan
223.0,80.0,56.0,1381.0,301.0,160.0,141.0,211.0,216.0,244.0,210.0,2663.0,926.0,4.0,116.0,1798.0,28.0,329.0,1547.0,1.0,230.0,316.0833333,0.0,1.831625303,0.464023798,902.0,0.390353984,272.9411765,0.509559274,6.687090278,842.0882353,-15.66666667,485.1470588,1491.705882,215.1666667,maimalnew,2310.25,6.0,33.0,116.0,49.0,44.0,34.0,2241.083333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.187644139,2178.25,64.08333333,181.5,0.682597994,0.791606048,5.5211301420000005,13.27028237,0.0,5.2558867985,71.706340885,3.4546917925,Coffea canephora,conventional,2009,-3.2188758248682006,SmithaKrishnan
221.0,80.0,56.0,1354.0,299.0,158.0,141.0,210.0,214.0,242.0,209.0,2522.0,866.0,4.0,114.0,1681.0,28.0,321.0,1454.0,1.0,231.0,317.75,0.0,2.028627049,0.581348626,919.0,0.257715188,318.9677419,0.416583151,7.553088737,973.4193548,-11.5,522.7096774,1594.096774,209.75,maimannew,2289.666667,5.0,33.0,110.0,49.0,45.0,37.0,2243.333333,Smitha_Krishnan_Coffea_canephora_India_2009,0.0,0.229940385,2171.5,63.08333333,179.4166667,0.686778068,0.4034017135,2.8615470765,9.454374331499999,0.0,3.5533948475,81.577488425,2.149467958,Coffea canephora,conventional,2009,-4.31748811353631,SmithaKrishnan
158.0,170.0,49.0,6220.0,358.0,12.0,346.0,81.0,238.0,238.0,81.0,525.0,111.0,1.0,89.0,289.0,7.0,7.0,289.0,12.0,198.0,823.8333333,608.276253,1.331551917,0.059176685,91.0,0.393118759,91.02439024,0.348512799,4.159499201,278.7804878,-246.5,406.8292683,1236.146341,1.75,Etters,552.9166667,4.0,27.0,156.0,75.0,37.0,22.0,1952.5,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.119036399,1075.333333,121.5,275.75,0.766770712,4.7459187335,44.215584935,28.110116765,0.0,10.346099229,10.413315517000001,2.1561439115,Prunus dulcis,,2009,-0.7985076962177691,AlexandraMaria
158.0,170.0,49.0,6200.0,358.0,12.0,346.0,81.0,238.0,238.0,81.0,530.0,112.0,1.0,88.0,291.0,7.0,7.0,291.0,12.0,201.0,807.6666667,806.2257748,1.038552144,0.077029121,90.0,0.348844045,89.25,0.295144022,3.642689953,276.0681818,-213.5,397.5454545,1219.590909,2.166666667,Tim Mueller 1,577.1666667,2.0,27.0,161.0,72.0,39.0,23.0,1955.666667,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.121216416,1073.75,118.9166667,275.5,0.7667256440000001,4.547200172,47.916255865,26.762610239999997,0.0,9.643798786000001,9.6824682095,1.4435559255000001,Prunus dulcis,,2009,0.11778303565638602,AlexandraMaria
158.0,170.0,48.0,6232.0,358.0,11.0,347.0,81.0,238.0,238.0,81.0,530.0,112.0,1.0,88.0,291.0,7.0,7.0,291.0,12.0,196.0,845.1666667,583.0951895,1.079155679,0.060377447,105.0,0.440622464,72.74418605,0.202732936,3.700552209,225.3023256,-262.5,399.372093,1224.325581,1.666666667,Tim Mueller 2,506.25,3.0,26.0,156.0,72.0,37.0,21.0,1953.583333,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,0.0,0.113658689,1086.583333,121.0833333,276.6666667,0.7666674714999999,4.573303395,41.519707845,28.374935495000003,0.0,10.512818664000001,12.3036485255,2.7142897005,Prunus dulcis,,2009,-1.2039728043259335,AlexandraMaria
118.0,112.0,32.0,8327.0,295.0,-50.0,345.0,219.0,133.0,225.0,10.0,1117.0,117.0,79.0,12.0,314.0,258.0,308.0,262.0,5.0,196.0,18.41666667,0.0,0.890702222,0.396744233,19.0,0.376297681,164.5,0.250167549,5.415499588,502.7857143,191.1666667,288.0952381,881.547619,37.5,HC,1158.416667,7.0,10.0,144.0,47.0,68.0,15.0,1523.0,Rachael_Winfree_Vaccinium_macrocarpon_USA_2009,8.0,0.071802586,1085.25,60.33333333,368.5833333,0.669091027,1.2512052725,2.2570509725,25.639776785000002,0.0,3.196098898,67.046230975,0.31046742699999996,Vaccinium macrocarpon,,2009,-0.7801585575495751,RachaelWinfree
117.0,113.0,32.0,8338.0,294.0,-51.0,345.0,218.0,133.0,224.0,9.0,1123.0,118.0,80.0,13.0,316.0,259.0,311.0,263.0,5.0,196.0,17.16666667,0.0,0.87714204,0.387853473,11.0,0.389054853,139.625,0.248687088,5.360577619,430.375,186.25,255.28125,787.625,37.83333333,HN,1155.333333,18.0,14.0,140.0,54.0,53.0,24.0,1518.916667,Rachael_Winfree_Vaccinium_macrocarpon_USA_2009,8.25,0.059110656,1081.25,60.0,366.3333333,0.6640195465000001,3.575311853,5.599228161999999,31.04633101,0.0,4.9497093869999995,54.06907088,0.2050265915,Vaccinium macrocarpon,,2009,-0.9920025536098515,RachaelWinfree
118.0,118.0,33.0,8396.0,298.0,-53.0,351.0,219.0,8.0,225.0,8.0,1126.0,116.0,77.0,12.0,318.0,260.0,315.0,260.0,5.0,183.0,17.33333333,0.0,0.911154183,0.390128875,23.0,0.388615112,157.1111111,0.335512668,5.206528914,483.6111111,191.3333333,288.8611111,889.8888889,41.0,WH,1017.333333,5.0,13.0,154.0,56.0,56.0,18.0,1520.166667,Rachael_Winfree_Vaccinium_macrocarpon_USA_2009,8.333333333,0.084262997,1069.333333,63.0,337.5,0.6652269145,0.376942993,1.9028844120000001,23.64094292,0.0,2.726356831,69.73760907,1.3890378275,Vaccinium macrocarpon,,2009,-1.3217558399823195,RachaelWinfree
